,generations,mean,max
0,1,-0.15058124542236329,2.4426941871643066
1,2,-0.12546477192326597,2.8008363246917725
2,3,0.2786184050598923,2.8008363246917725
3,4,0.3432708692793943,3.0725255012512207
4,5,0.52519024463044,3.1432342529296875
5,6,0.5555985306902808,2.8642895221710205
6,7,0.6004787134379148,3.048130989074707
7,8,0.5786650156488224,2.904923915863037
8,9,0.6300892136534866,3.1696438789367676
9,10,0.7332457107366975,3.1696438789367676
10,11,0.6386492490768433,3.200681209564209
11,12,0.7313078172279127,3.200681209564209
12,13,0.8029845265709624,3.200681209564209
13,14,0.8093462604837319,3.200681209564209
14,15,0.7474327611923218,3.200681209564209
15,16,0.8451978175007567,3.2160611152648926
16,17,0.7530429404973984,3.0230140686035156
17,18,0.7444928413142964,3.0799083709716797
18,19,0.7753665706515313,3.0799083709716797
19,20,0.8842615081806375,3.0799083709716797
20,21,0.685111074736624,3.1264379024505615
21,22,0.8093209403753281,3.2903175354003906
22,23,0.7799996979457816,3.117377758026123
23,24,0.7489413937719742,3.117377758026123
24,25,0.7623812538385392,2.904923915863037
25,26,0.8165090059993243,3.461738109588623
26,27,0.7569459068654764,3.399143695831299
27,28,0.8025752974278999,3.150541305541992
28,29,0.8269623998476534,3.150541305541992
29,30,0.8498138742787498,2.8852732181549072
30,31,0.7714061208606995,2.9927544593811035
31,32,0.7676721474136969,3.042830467224121
32,33,0.8063175418589374,3.5519022941589355
33,34,0.8171808260679245,3.145791530609131
34,35,0.8096836137771607,3.3462462425231934
35,36,0.7493502902984619,3.6491572856903076
36,37,0.891720249778346,3.576918125152588
37,38,0.6211460828781128,2.402088165283203
38,39,0.8206064092869662,3.317962408065796
39,40,0.8700757770209896,3.243630886077881
40,41,0.8108161522282494,3.433133363723755
41,42,0.751523174270235,3.433133363723755
42,43,0.7992534327263735,3.1277432441711426
43,44,0.927472175347923,2.797475814819336
44,45,0.8664038470297148,3.0775105953216553
45,46,0.8417509800317337,3.3709723949432373
46,47,0.7739197218418121,3.243630886077881
47,48,0.8004609766055126,3.3007872104644775
48,49,0.7585569325119558,3.20247483253479
49,50,0.9700736596126749,2.9751672744750977
50,51,0.9792555266558521,3.1317496299743652
51,52,0.7227868830213452,2.8327176570892334
52,53,0.7411745521426201,2.755256175994873
53,54,0.7505923986434937,3.0858497619628906
54,55,0.8155672969866772,3.5117359161376953
55,56,0.7533804750678563,3.053210973739624
56,57,0.8298221059364848,2.6114816665649414
57,58,0.8641099947871584,2.898932933807373
58,59,0.8144256567010785,3.1681714057922363
59,60,0.9128837354481221,2.7182915210723877
60,61,0.9236701649427413,2.7182915210723877
61,62,0.9103483045101166,3.0799083709716797
62,63,0.8672667387688514,3.13087797164917
63,64,0.8409173383255197,3.3709723949432373
64,65,0.8559399232117817,2.438668727874756
65,66,0.7950356482255339,2.820540428161621
66,67,0.6853024223629309,3.440613269805908
67,68,0.7776122743986091,3.440613269805908
68,69,0.784202612042427,3.100226640701294
69,70,0.7653323959822607,2.998441696166992
70,71,0.8208667194843292,3.243630886077881
71,72,0.6502507246366822,3.243630886077881
72,73,0.7691424906253814,3.21925687789917
73,74,0.7669481075539881,3.273808002471924
74,75,0.7668941947817802,2.415111780166626
75,76,0.8486736669684901,2.415111780166626
76,77,0.744172842502594,3.129840850830078
77,78,0.9253541577835472,2.233328104019165
78,79,0.8195271395673656,3.163318634033203
79,80,0.7812801775883655,3.2725327014923096
80,81,0.8440246322367451,2.988661527633667
81,82,0.7988160007228755,2.988661527633667
82,83,0.6905174863458884,2.8648719787597656
83,84,0.9001331034332815,3.2218546867370605
84,85,0.8206557774543762,3.2024941444396973
85,86,0.7256590188151658,3.2024941444396973
86,87,0.8908189511058306,3.252837657928467
87,88,0.982185215651989,3.317962408065796
88,89,0.8177813364534962,3.309237003326416
89,90,0.8099459772652918,2.9625179767608643
90,91,0.8472942163034812,3.016803741455078
91,92,0.896640006005764,3.21925687789917
92,93,0.8763285332387036,2.9965550899505615
93,94,0.9703502961904695,3.4270801544189453
94,95,0.8902221115268006,3.5727622509002686
95,96,0.9732663309574128,3.428990364074707
96,97,0.9531696322038001,3.5117359161376953
97,98,0.8483860456943512,3.089301824569702
98,99,0.8519440425766839,3.098154306411743
99,100,0.7942215776443482,2.904923915863037
