iter	Passed	Remaining
292	1497	7298
293	1503	7298
294	1508	7293
295	1514	7292
296	1520	7287
297	1525	7286
298	1531	7281
299	1536	7278
300	1542	7274
301	1547	7272
302	1554	7272
303	1559	7270
304	1565	7268
305	1570	7263
306	1576	7259
307	1581	7256
308	1587	7253
309	1592	7248
310	1597	7241
311	1603	7241
312	1610	7243
313	1616	7242
314	1622	7240
315	1628	7240
316	1634	7238
317	1640	7236
318	1646	7236
319	1653	7237
320	1659	7235
321	1664	7233
322	1671	7232
323	1677	7232
324	1683	7229
325	1688	7224
326	1693	7217
327	1697	7210
328	1702	7201
329	1706	7192
330	1711	7187
331	1717	7186
332	1723	7185
333	1729	7182
334	1735	7182
335	1742	7181
336	1747	7178
337	1753	7176
338	1759	7172
339	1765	7170
340	1771	7167
341	1776	7162
342	1782	7162
343	1788	7158
344	1793	7153
345	1799	7151
346	1805	7149
347	1811	7145
348	1816	7141
349	1822	7138
350	1827	7133
351	1833	7131
352	1839	7127
353	1844	7123
354	1849	7116
355	1855	7115
356	1860	7109
357	1865	7100
358	1869	7093
359	1874	7086
360	1880	7083
361	1885	7079
362	1891	7077
363	1897	7072
364	1902	7069
365	1908	7067
366	1914	7063
367	1920	7060
368	1925	7054
369	1930	7048
370	1935	7044
371	1941	7039
372	1946	7035
373	1952	7031
374	1957	7027
375	1963	7022
376	1968	7017
377	1973	7011
378	1978	7006
379	1985	7005
380	1991	7003
381	1996	6999
382	2002	6996
383	2008	6991
384	2013	6985
385	2018	6982
386	2024	6979
387	2030	6975
388	2035	6969
389	2040	6965
390	2046	6961
391	2051	6955
392	2056	6950
393	2062	6945
394	2067	6941
395	2073	6937
396	2078	6932
397	2083	6927
398	2089	6922
399	2094	6918
400	2100	6914
401	2106	6910
402	2111	6904
403	2116	6899
404	2122	6896
405	2127	6891
406	2133	6889
407	2139	6883
408	2144	6879
409	2150	6875
410	2155	6871
411	2161	6866
412	2166	6860
413	2171	6855
414	2176	6848
415	2181	6843
416	2187	6838
417	2191	6832
418	2197	6827
419	2202	6821
420	2207	6816
421	2212	6812
422	2218	6807
423	2224	6803
424	2229	6799
425	2234	6794
426	2240	6789
427	2246	6786
428	2251	6781
429	2257	6778
430	2263	6774
431	2268	6768
432	2273	6764
433	2280	6761
434	2285	6756
435	2291	6752
436	2296	6746
437	2301	6742
438	2307	6737
439	2312	6732
440	2318	6728
441	2324	6726
442	2329	6720
443	2334	6715
444	2340	6711
445	2346	6707
446	2352	6704
447	2357	6699
448	2363	6694
449	2369	6693
450	2375	6688
451	2381	6685
452	2386	6678
453	2391	6674
454	2396	6668
455	2401	6661
456	2405	6653
457	2409	6644
458	2414	6639
459	2420	6635
460	2425	6630
461	2431	6625
462	2436	6619
463	2441	6614
464	2446	6608
465	2451	6601
466	2456	6594
467	2461	6589
468	2465	6581
469	2470	6575
470	2475	6571
471	2482	6568
472	2487	6563
473	2492	6558
474	2497	6552
475	2502	6546
476	2507	6539
477	2512	6534
478	2518	6529
479	2523	6524
480	2528	6517
481	2533	6513
482	2538	6506
483	2543	6499
484	2547	6493
485	2552	6486
486	2557	6481
487	2562	6474
488	2567	6469
489	2572	6462
490	2577	6456
491	2582	6451
492	2588	6446
493	2593	6441
494	2599	6437
495	2604	6431
496	2608	6425
497	2613	6418
498	2618	6413
499	2623	6407
500	2628	6401
501	2633	6394
502	2637	6387
503	2642	6380
504	2647	6373
505	2651	6366
506	2655	6359
507	2659	6351
508	2663	6343
509	2668	6335
510	2673	6329
511	2676	6321
512	2681	6313
513	2686	6307
514	2690	6300
515	2695	6294
516	2699	6286
517	2704	6280
518	2708	6273
519	2712	6265
520	2718	6260
521	2723	6255
522	2728	6249
523	2733	6245
524	2738	6239
525	2744	6234
526	2748	6227
527	2753	6220
528	2757	6213
529	2762	6207
530	2766	6200
531	2770	6193
532	2775	6186
533	2780	6180
534	2785	6174
535	2789	6167
536	2794	6160
537	2798	6154
538	2803	6147
539	2807	6139
540	2812	6133
541	2816	6126
542	2822	6122
543	2827	6117
544	2831	6110
545	2835	6103
546	2840	6097
547	2845	6090
548	2850	6084
549	2854	6078
550	2859	6072
551	2864	6066
552	2869	6060
553	2874	6054
554	2878	6048
555	2883	6042
556	2888	6035
557	2892	6029
558	2897	6022
559	2902	6016
560	2907	6011
561	2911	6005
562	2916	5997
563	2920	5990
564	2924	5982
565	2928	5976
566	2933	5970
567	2937	5963
568	2942	5956
569	2946	5949
570	2951	5944
571	2955	5937
572	2960	5931
573	2965	5926
574	2971	5922
575	2977	5918
576	2982	5913
577	2986	5906
578	2991	5900
579	2997	5895
580	3001	5889
581	3007	5884
582	3011	5878
583	3016	5872
584	3020	5866
585	3025	5860
586	3029	5853
587	3035	5848
588	3040	5843
589	3045	5837
590	3049	5831
591	3054	5825
592	3059	5818
593	3063	5812
594	3067	5805
595	3073	5800
596	3077	5794
597	3082	5788
598	3086	5782
599	3091	5776
600	3096	5770
601	3100	5763
602	3105	5758
603	3110	5752
604	3115	5747
605	3120	5741
606	3125	5735
607	3129	5728
608	3134	5723
609	3139	5717
610	3143	5711
611	3148	5706
612	3153	5699
613	3158	5694
614	3163	5689
615	3168	5683
616	3173	5677
617	3178	5672
618	3183	5667
619	3187	5660
620	3192	5655
621	3197	5649
622	3202	5643
623	3206	5636
624	3211	5631
625	3216	5625
626	3220	5619
627	3226	5614
628	3230	5608
629	3235	5602
630	3240	5596
631	3244	5590
632	3249	5584
633	3253	5578
634	3258	5572
635	3262	5566
636	3266	5559
637	3271	5553
638	3275	5546
639	3280	5540
640	3284	5534
641	3289	5528
642	3293	5521
643	3297	5515
644	3304	5511
645	3308	5505
646	3312	5499
647	3317	5492
648	3322	5487
649	3327	5482
650	3331	5475
651	3335	5469
652	3339	5462
653	3344	5456
654	3349	5451
655	3355	5447
656	3361	5443
657	3366	5438
658	3371	5433
659	3376	5428
660	3381	5422
661	3385	5416
662	3390	5410
663	3395	5405
664	3399	5398
665	3404	5392
666	3408	5386
667	3413	5380
668	3418	5375
669	3423	5369
670	3428	5365
671	3433	5359
672	3438	5353
673	3442	5348
674	3447	5342
675	3452	5336
676	3457	5331
677	3463	5328
678	3469	5324
679	3473	5318
680	3478	5312
681	3483	5307
682	3488	5301
683	3493	5296
684	3497	5289
685	3502	5284
686	3506	5278
687	3511	5271
688	3516	5266
689	3520	5260
690	3525	5255
691	3530	5249
692	3535	5244
693	3540	5239
694	3545	5234
695	3550	5228
696	3554	5222
697	3559	5217
698	3564	5211
699	3569	5205
700	3573	5200
701	3578	5195
702	3583	5188
703	3588	5184
704	3593	5178
705	3598	5172
706	3602	5166
707	3607	5160
708	3611	5155
709	3616	5150
710	3622	5145
711	3627	5140
712	3631	5134
713	3636	5128
714	3641	5123
715	3645	5117
716	3650	5111
717	3655	5105
718	3659	5099
719	3663	5092
720	3668	5088
721	3674	5084
722	3680	5079
723	3684	5073
724	3689	5067
725	3693	5061
726	3697	5055
727	3702	5050
728	3706	5044
729	3711	5038
730	3716	5033
731	3720	5026
732	3724	5020
733	3730	5016
734	3736	5012
735	3741	5007
736	3747	5003
737	3752	4997
738	3757	4992
739	3762	4987
740	3767	4982
741	3772	4977
742	3777	4971
743	3781	4965
744	3786	4961
745	3791	4955
746	3796	4949
747	3801	4944
748	3805	4938
749	3810	4932
750	3814	4926
751	3818	4920
752	3824	4916
753	3828	4910
754	3833	4904
755	3838	4899
756	3843	4894
757	3854	4897
758	3862	4895
759	3870	4894
760	3876	4889
761	3882	4886
762	3888	4881
763	3894	4877
764	3899	4872
765	3903	4867
766	3908	4861
767	3913	4856
768	3918	4850
769	3922	4844
770	3927	4839
771	3932	4834
772	3937	4828
773	3941	4822
774	3946	4817
775	3952	4813
776	3957	4807
777	3961	4802
778	3967	4797
779	3972	4792
780	3978	4787
781	3982	4782
782	3988	4778
783	3993	4772
784	3997	4766
785	4002	4760
786	4006	4755
787	4011	4749
788	4016	4744
789	4021	4739
790	4026	4733
791	4030	4728
792	4035	4722
793	4040	4717
794	4046	4713
795	4051	4707
796	4056	4702
797	4060	4696
798	4065	4691
799	4070	4685
800	4074	4679
801	4079	4674
802	4084	4669
803	4088	4663
804	4093	4658
805	4098	4652
806	4103	4647
807	4108	4641
808	4112	4636
809	4117	4630
810	4122	4625
811	4127	4620
812	4131	4614
813	4136	4609
814	4141	4604
815	4146	4598
816	4150	4592
817	4155	4587
818	4160	4581
819	4164	4576
820	4168	4570
821	4174	4565
822	4178	4559
823	4183	4553
824	4188	4548
825	4193	4543
826	4197	4537
827	4202	4531
828	4206	4525
829	4210	4520
830	4215	4514
831	4220	4510
832	4225	4505
833	4230	4499
834	4235	4494
835	4240	4488
836	4245	4483
837	4249	4478
838	4254	4472
839	4258	4466
840	4263	4461
841	4268	4455
842	4272	4450
843	4277	4444
844	4282	4439
845	4286	4433
846	4291	4427
847	4297	4423
848	4303	4419
849	4307	4413
850	4312	4408
851	4317	4403
852	4321	4397
853	4326	4391
854	4330	4386
855	4335	4380
856	4339	4375
857	4344	4370
858	4349	4364
859	4354	4359
860	4359	4354
861	4364	4349
862	4368	4343
863	4373	4337
864	4377	4332
865	4382	4326
866	4387	4321
867	4391	4315
868	4396	4310
869	4400	4304
870	4405	4299
871	4409	4293
872	4414	4288
873	4419	4283
874	4424	4277
875	4428	4271
876	4433	4266
877	4439	4262
878	4444	4257
879	4450	4252
880	4454	4246
881	4459	4241
882	4464	4236
883	4469	4231
884	4473	4226
885	4478	4221
886	4483	4215
887	4488	4210
888	4493	4205
889	4498	4200
890	4503	4195
891	4508	4189
892	4513	4184
893	4518	4179
894	4523	4174
895	4527	4169
896	4532	4163
897	4536	4157
898	4542	4153
899	4546	4147
900	4551	4142
901	4556	4137
902	4561	4132
903	4566	4127
904	4571	4122
905	4577	4117
906	4581	4112
907	4587	4107
908	4591	4101
909	4595	4095
910	4600	4090
911	4605	4085
912	4610	4080
913	4615	4075
914	4620	4069
915	4625	4064
916	4629	4059
917	4634	4053
918	4638	4048
919	4643	4042
920	4648	4037
921	4653	4032
922	4658	4027
923	4663	4022
924	4668	4017
925	4673	4012
926	4678	4007
927	4683	4001
928	4688	3997
929	4693	3991
930	4698	3986
931	4702	3981
932	4708	3976
933	4713	3971
934	4718	3966
935	4722	3961
936	4728	3956
937	4733	3950
938	4737	3945
939	4742	3940
940	4747	3935
941	4751	3929
942	4756	3924
943	4761	3918
944	4765	3913
945	4770	3908
946	4774	3902
947	4779	3896
948	4783	3891
949	4788	3886
950	4793	3880
951	4797	3875
952	4802	3870
953	4807	3864
954	4811	3859
955	4816	3854
956	4820	3848
957	4825	3842
958	4830	3838
959	4836	3833
960	4840	3828
961	4845	3823
962	4849	3817
963	4854	3812
964	4859	3806
965	4863	3801
966	4868	3796
967	4873	3791
968	4879	3786
969	4885	3782
970	4889	3776
971	4895	3772
972	4901	3767
973	4906	3763
974	4911	3757
975	4916	3752
976	4921	3747
977	4926	3742
978	4932	3738
979	4937	3733
980	4942	3728
981	4947	3722
982	4952	3717
983	4957	3712
984	4961	3707
985	4966	3702
986	4971	3696
987	4976	3692
988	4981	3686
989	4985	3681
990	4990	3675
991	4994	3670
992	5000	3665
993	5004	3660
994	5009	3655
995	5014	3649
996	5018	3644
997	5024	3639
998	5029	3634
999	5034	3629
1000	5039	3624
1001	5044	3619
1002	5049	3614
1003	5053	3609
1004	5059	3604
1005	5063	3598
1006	5068	3593
1007	5072	3588
1008	5077	3583
1009	5082	3578
1010	5087	3572
1011	5092	3567
1012	5097	3562
1013	5101	3557
1014	5106	3552
1015	5111	3546
1016	5115	3541
1017	5120	3535
1018	5125	3530
1019	5129	3525
1020	5134	3520
1021	5139	3515
1022	5144	3509
1023	5148	3504
1024	5154	3499
1025	5159	3494
1026	5163	3489
1027	5168	3484
1028	5172	3478
1029	5176	3472
1030	5181	3467
1031	5186	3462
1032	5190	3457
1033	5195	3451
1034	5200	3446
1035	5205	3441
1036	5209	3436
1037	5213	3430
1038	5217	3425
1039	5222	3419
1040	5226	3414
1041	5231	3408
1042	5236	3403
1043	5241	3398
1044	5245	3393
1045	5250	3388
1046	5255	3383
1047	5259	3377
1048	5264	3372
1049	5268	3366
1050	5272	3361
1051	5279	3357
1052	5283	3352
1053	5288	3346
1054	5293	3341
1055	5297	3336
1056	5302	3330
1057	5307	3325
1058	5311	3320
1059	5316	3315
1060	5321	3310
1061	5326	3305
1062	5330	3299
1063	5335	3294
1064	5340	3289
1065	5344	3284
1066	5349	3278
1067	5354	3273
1068	5359	3268
1069	5363	3263
1070	5368	3258
1071	5374	3253
1072	5379	3248
1073	5384	3243
1074	5389	3238
1075	5394	3233
1076	5399	3228
1077	5403	3223
1078	5407	3217
1079	5413	3212
1080	5419	3208
1081	5424	3203
1082	5430	3198
1083	5434	3193
1084	5439	3188
1085	5444	3183
1086	5449	3178
1087	5453	3173
1088	5458	3168
1089	5463	3162
1090	5468	3157
1091	5473	3152
1092	5478	3147
1093	5482	3142
1094	5487	3137
1095	5492	3132
1096	5496	3126
1097	5501	3121
1098	5506	3116
1099	5511	3111
1100	5515	3106
1101	5520	3100
1102	5524	3095
1103	5529	3090
1104	5533	3084
1105	5539	3080
1106	5544	3075
1107	5548	3069
1108	5553	3064
1109	5558	3059
1110	5562	3054
1111	5567	3049
1112	5571	3043
1113	5576	3038
1114	5580	3033
1115	5585	3028
1116	5590	3022
1117	5594	3017
1118	5599	3012
1119	5604	3007
1120	5608	3002
1121	5613	2997
1122	5618	2991
1123	5622	2986
1124	5628	2981
1125	5633	2976
1126	5638	2972
1127	5643	2966
1128	5648	2961
1129	5653	2956
1130	5658	2951
1131	5662	2946
1132	5667	2941
1133	5672	2936
1134	5677	2931
1135	5682	2926
1136	5686	2920
1137	5691	2915
1138	5696	2910
1139	5701	2905
1140	5706	2900
1141	5711	2895
1142	5715	2890
1143	5720	2885
1144	5725	2880
1145	5730	2875
1146	5735	2870
1147	5740	2865
1148	5745	2860
1149	5750	2855
1150	5754	2849
1151	5758	2844
1152	5763	2839
1153	5768	2834
1154	5773	2829
1155	5778	2824
1156	5784	2819
1157	5788	2814
1158	5793	2809
1159	5797	2803
1160	5802	2798
1161	5807	2793
1162	5812	2788
1163	5816	2783
1164	5821	2778
1165	5826	2773
1166	5831	2768
1167	5835	2763
1168	5840	2757
1169	5845	2752
1170	5849	2747
1171	5853	2742
1172	5858	2736
1173	5863	2731
1174	5867	2726
1175	5872	2721
1176	5876	2716
1177	5880	2710
1178	5885	2705
1179	5889	2700
1180	5894	2695
1181	5899	2689
1182	5904	2685
1183	5909	2680
1184	5913	2674
1185	5918	2669
1186	5924	2665
1187	5930	2660
1188	5935	2655
1189	5940	2650
1190	5945	2645
1191	5949	2640
1192	5954	2635
1193	5959	2630
1194	5964	2625
1195	5968	2619
1196	5972	2614
1197	5977	2609
1198	5983	2604
1199	5987	2599
1200	5992	2594
1201	5997	2589
1202	6002	2584
1203	6007	2579
1204	6012	2574
1205	6016	2569
1206	6021	2564
1207	6026	2559
1208	6031	2554
1209	6035	2548
1210	6040	2543
1211	6045	2538
1212	6050	2533
1213	6054	2528
1214	6059	2523
1215	6063	2518
1216	6068	2513
1217	6073	2508
1218	6078	2503
1219	6083	2498
1220	6087	2493
1221	6092	2487
1222	6096	2482
1223	6100	2477
1224	6105	2472
1225	6110	2467
1226	6114	2461
1227	6119	2456
1228	6124	2451
1229	6128	2446
1230	6132	2441
1231	6137	2436
1232	6141	2430
1233	6146	2425
1234	6150	2420
1235	6155	2415
1236	6160	2410
1237	6165	2405
1238	6169	2400
1239	6174	2395
1240	6178	2389
1241	6183	2384
1242	6188	2379
1243	6193	2374
1244	6198	2369
1245	6203	2364
1246	6208	2359
1247	6213	2354
1248	6217	2349
1249	6222	2344
1250	6226	2339
1251	6231	2334
1252	6236	2329
1253	6240	2324
1254	6245	2318
1255	6249	2313
1256	6254	2308
1257	6259	2303
1258	6264	2298
1259	6269	2293
1260	6276	2289
1261	6282	2284
1262	6287	2279
1263	6291	2274
1264	6295	2269
1265	6300	2264
1266	6305	2259
1267	6309	2254
1268	6314	2249
1269	6319	2244
1270	6323	2238
1271	6328	2234
1272	6334	2229
1273	6338	2223
1274	6343	2218
1275	6347	2213
1276	6352	2208
1277	6356	2203
1278	6361	2198
1279	6366	2193
1280	6370	2188
1281	6374	2182
1282	6379	2177
1283	6384	2172
1284	6388	2167
1285	6393	2162
1286	6397	2157
1287	6402	2152
1288	6407	2147
1289	6413	2142
1290	6419	2138
1291	6424	2133
1292	6428	2127
1293	6433	2122
1294	6437	2117
1295	6443	2112
1296	6447	2107
1297	6451	2102
1298	6456	2097
1299	6461	2092
1300	6466	2087
1301	6471	2082
1302	6475	2077
1303	6480	2072
1304	6485	2067
1305	6491	2062
1306	6496	2057
1307	6501	2052
1308	6506	2047
1309	6510	2042
1310	6515	2037
1311	6520	2032
1312	6525	2027
1313	6530	2022
1314	6534	2017
1315	6539	2012
1316	6544	2007
1317	6549	2002
1318	6553	1997
1319	6559	1992
1320	6563	1987
1321	6568	1982
1322	6573	1977
1323	6578	1972
1324	6583	1967
1325	6587	1962
1326	6592	1957
1327	6597	1952
1328	6601	1947
1329	6607	1942
1330	6612	1937
1331	6617	1932
1332	6622	1927
1333	6627	1922
1334	6631	1917
1335	6637	1912
1336	6643	1908
1337	6648	1903
1338	6653	1898
1339	6658	1893
1340	6662	1887
1341	6667	1883
1342	6672	1878
1343	6677	1873
1344	6681	1867
1345	6686	1862
1346	6691	1857
1347	6695	1852
1348	6699	1847
1349	6704	1842
1350	6708	1837
1351	6714	1832
1352	6718	1827
1353	6723	1822
1354	6728	1817
1355	6732	1812
1356	6737	1807
1357	6741	1801
1358	6746	1797
1359	6750	1791
1360	6755	1786
1361	6760	1781
1362	6764	1776
1363	6769	1771
1364	6773	1766
1365	6778	1761
1366	6782	1756
1367	6787	1751
1368	6792	1746
1369	6796	1741
1370	6801	1736
1371	6806	1731
1372	6811	1726
1373	6816	1721
1374	6821	1716
1375	6825	1711
1376	6830	1706
1377	6835	1701
1378	6839	1696
1379	6844	1691
1380	6849	1686
1381	6854	1681
1382	6858	1676
1383	6863	1671
1384	6868	1666
1385	6872	1661
1386	6877	1656
1387	6881	1651
1388	6886	1646
1389	6891	1641
1390	6896	1636
1391	6902	1631
1392	6908	1626
1393	6913	1621
1394	6917	1616
1395	6922	1611
1396	6927	1606
1397	6932	1601
1398	6937	1596
1399	6942	1591
1400	6947	1586
1401	6952	1581
1402	6956	1576
1403	6961	1571
1404	6965	1566
1405	6971	1561
1406	6975	1556
1407	6980	1551
1408	6985	1546
1409	6990	1541
1410	6995	1536
1411	7000	1531
1412	7005	1526
1413	7010	1521
1414	7014	1516
1415	7018	1511
1416	7024	1506
1417	7029	1502
1418	7034	1497
1419	7039	1492
1420	7044	1487
1421	7049	1482
1422	7054	1477
1423	7058	1472
1424	7063	1467
1425	7068	1462
1426	7072	1457
1427	7077	1452
1428	7082	1447
1429	7086	1442
1430	7091	1437
1431	7096	1432
1432	7101	1427
1433	7106	1422
1434	7111	1417
1435	7115	1412
1436	7120	1407
1437	7124	1402
1438	7129	1397
1439	7133	1392
1440	7137	1386
1441	7142	1381
1442	7147	1376
1443	7152	1371
1444	7156	1366
1445	7161	1362
1446	7166	1357
1447	7171	1352
1448	7176	1347
1449	7180	1342
1450	7185	1337
1451	7190	1332
1452	7195	1327
1453	7199	1322
1454	7204	1317
1455	7209	1312
1456	7214	1307
1457	7218	1302
1458	7223	1297
1459	7228	1292
1460	7232	1287
1461	7239	1282
1462	7244	1277
1463	7249	1272
1464	7255	1267
1465	7260	1262
1466	7267	1258
1467	7271	1253
1468	7276	1248
1469	7281	1243
1470	7286	1238
1471	7291	1233
1472	7295	1228
1473	7301	1223
1474	7305	1218
1475	7310	1213
1476	7316	1208
1477	7320	1203
1478	7325	1198
1479	7330	1193
1480	7335	1188
1481	7340	1183
1482	7344	1178
1483	7349	1173
1484	7354	1168
1485	7359	1163
1486	7364	1158
1487	7369	1153
1488	7374	1148
1489	7378	1143
1490	7383	1138
1491	7387	1133
1492	7394	1129
1493	7400	1124
1494	7405	1119
1495	7409	1114
1496	7414	1109
1497	7419	1104
1498	7424	1099
1499	7430	1094
1500	7435	1089
1501	7440	1084
1502	7444	1079
1503	7450	1074
1504	7455	1070
1505	7460	1065
1506	7465	1060
1507	7470	1055
1508	7474	1050
1509	7480	1045
1510	7485	1040
1511	7489	1035
1512	7494	1030
1513	7499	1025
1514	7504	1020
1515	7509	1015
1516	7514	1010
1517	7518	1005
1518	7522	1000
1519	7527	995
1520	7531	990
1521	7536	985
1522	7541	980
1523	7546	975
1524	7551	970
1525	7556	965
1526	7561	960
1527	7565	955
1528	7570	950
1529	7575	945
1530	7580	940
1531	7584	935
1532	7590	930
1533	7595	925
1534	7601	921
1535	7606	916
1536	7611	911
1537	7615	906
1538	7621	901
1539	7625	896
1540	7630	891
1541	7635	886
1542	7640	881
1543	7645	876
1544	7650	871
1545	7656	866
1546	7661	861
1547	7666	856
1548	7670	851
1549	7674	846
1550	7680	841
1551	7684	836
1552	7689	831
1553	7694	826
1554	7699	821
1555	7703	816
1556	7708	811
1557	7713	807
1558	7718	802
1559	7722	797
1560	7727	792
1561	7732	787
1562	7737	782
1563	7742	777
1564	7746	772
1565	7750	767
1566	7755	762
1567	7760	757
1568	7765	752
1569	7770	747
1570	7775	742
1571	7779	737
1572	7784	732
1573	7789	727
1574	7794	722
1575	7798	717
1576	7803	712
1577	7807	707
1578	7812	702
1579	7816	697
1580	7821	692
1581	7825	687
1582	7830	682
1583	7835	677
1584	7839	672
1585	7844	667
1586	7848	662
1587	7852	657
1588	7856	652
1589	7861	647
1590	7865	642
1591	7870	637
1592	7875	632
1593	7879	627
1594	7885	622
1595	7890	617
1596	7895	613
1597	7899	608
1598	7904	603
1599	7909	598
1600	7913	593
1601	7918	588
1602	7923	583
1603	7927	578
1604	7932	573
1605	7936	568
1606	7941	563
1607	7946	558
1608	7950	553
1609	7955	548
1610	7959	543
1611	7964	538
1612	7969	533
1613	7974	528
1614	7978	523
1615	7983	518
1616	7988	513
1617	7993	508
1618	7998	503
1619	8003	498
1620	8007	494
1621	8012	489
1622	8017	484
1623	8022	479
1624	8027	474
1625	8031	469
1626	8036	464
1627	8041	459
1628	8046	454
1629	8051	449
1630	8056	444
1631	8061	439
1632	8067	434
1633	8071	429
1634	8076	424
1635	8081	419
1636	8086	414
1637	8091	410
1638	8097	405
1639	8102	400
1640	8106	395
1641	8111	390
1642	8115	385
1643	8119	380
1644	8124	375
1645	8129	370
1646	8134	365
1647	8139	360
1648	8144	355
1649	8149	350
1650	8153	345
1651	8158	340
1652	8163	335
1653	8167	330
1654	8172	325
1655	8177	320
1656	8182	316
1657	8186	311
1658	8191	306
1659	8196	301
1660	8200	296
1661	8205	291
1662	8209	286
1663	8214	281
1664	8219	276
1665	8224	271
1666	8229	266
1667	8233	261
1668	8238	256
1669	8242	251
1670	8247	246
1671	8253	241
1672	8257	236
1673	8263	232
1674	8267	227
1675	8273	222
1676	8278	217
1677	8283	212
1678	8288	207
1679	8293	202
1680	8298	197
1681	8303	192
1682	8309	187
1683	8313	182
1684	8317	177
1685	8322	172
1686	8326	167
1687	8330	162
1688	8336	157
1689	8340	152
1690	8345	148
1691	8350	143
1692	8355	138
1693	8361	133
1694	8365	128
1695	8370	123
1696	8376	118
1697	8383	113
1698	8388	108
1699	8393	103
1700	8398	98
1701	8403	93
1702	8408	88
1703	8413	83
1704	8418	78
1705	8423	74
