iter	RMSE
0	2.173054513
1	2.15081553
2	2.129318964
3	2.111064363
4	2.085964919
5	2.056191618
6	2.029923143
7	2.008259816
8	1.982089722
9	1.965660318
10	1.93974291
11	1.916963293
12	1.901482313
13	1.884344008
14	1.875175755
15	1.863006497
16	1.841522922
17	1.822898995
18	1.808428778
19	1.796590579
20	1.790074088
21	1.782322866
22	1.766214363
23	1.757405194
24	1.748320573
25	1.735921363
26	1.726081083
27	1.715779932
28	1.702867845
29	1.69443578
30	1.683338343
31	1.675391356
32	1.666418566
33	1.657739177
34	1.645510129
35	1.640546191
36	1.633158413
37	1.630151893
38	1.625863919
39	1.619731419
40	1.61170994
41	1.60519561
42	1.594604239
43	1.589276735
44	1.583188508
45	1.579757704
46	1.574282256
47	1.563455574
48	1.558917272
49	1.553963698
50	1.55218128
51	1.543861775
52	1.538259105
53	1.535588738
54	1.528645951
55	1.521008471
56	1.518628203
57	1.511924636
58	1.503422035
59	1.499959031
60	1.495827771
61	1.491875073
62	1.483539879
63	1.479290018
64	1.477430071
65	1.474043704
66	1.471564981
67	1.465763204
68	1.460331618
69	1.457770943
70	1.455076347
71	1.453577997
72	1.448459518
73	1.446233727
74	1.443844014
75	1.435125327
76	1.431938333
77	1.426611293
78	1.424705613
79	1.42050973
80	1.418003841
81	1.4108449
82	1.398893854
83	1.397779869
84	1.396584742
85	1.39158503
86	1.387830465
87	1.386675727
88	1.381647588
89	1.380001796
90	1.375538451
91	1.370042453
92	1.368356982
93	1.365672716
94	1.358440295
95	1.35282575
96	1.346967435
97	1.342554729
98	1.333193254
99	1.327511671
100	1.320858467
101	1.310499414
102	1.305478115
103	1.297406125
104	1.289045114
105	1.283753611
106	1.268595344
107	1.257599151
108	1.250884035
109	1.239534416
110	1.233502142
111	1.221795518
112	1.215125708
113	1.204281786
114	1.197281687
115	1.18864759
116	1.17906866
117	1.166897992
118	1.160909238
119	1.152241394
120	1.146456098
121	1.136733
122	1.131557364
123	1.120819024
124	1.111362955
125	1.104411214
126	1.094335187
127	1.089764899
128	1.081621225
129	1.072837886
130	1.065132706
131	1.056464647
132	1.047982066
133	1.038734829
134	1.029662849
135	1.021903176
136	1.020267136
137	1.011190491
138	1.002186202
139	0.9958055992
140	0.9904485749
141	0.9835907497
142	0.9774344449
143	0.9706778764
144	0.9643337069
145	0.9591218934
146	0.9530419938
147	0.9486974972
148	0.9448572573
149	0.9397453779
150	0.934501157
151	0.9277664745
152	0.923453591
153	0.9185292806
154	0.9120632207
155	0.907417679
156	0.9016726036
157	0.8989145892
158	0.895864674
159	0.8897324067
160	0.8837975229
161	0.8765134803
162	0.8713421356
163	0.8654446548
164	0.8611762863
165	0.8569231997
166	0.8527032224
167	0.8481619213
168	0.8440795307
169	0.8397245096
170	0.8385705107
171	0.8367427938
172	0.8332155628
173	0.8288017224
174	0.8245287065
175	0.8214851349
176	0.8179559862
177	0.8127407425
178	0.8079999497
179	0.8046761156
180	0.8001200982
181	0.7979160971
182	0.7945248591
183	0.7917732844
184	0.7869240884
185	0.7823919805
186	0.779015378
187	0.7759726807
188	0.7717574137
189	0.768928784
190	0.7652591192
191	0.7647307403
192	0.7587386589
193	0.7547368339
194	0.7505932519
195	0.74741215
196	0.744587799
197	0.7420429363
198	0.7395589526
199	0.7374827083
200	0.7352623473
201	0.7325133872
202	0.7296587735
203	0.7270855695
204	0.7252847379
205	0.722170213
206	0.7209890217
207	0.718496673
208	0.7144303768
209	0.7114804839
210	0.707388131
211	0.7047033487
212	0.7019973015
213	0.6999839255
214	0.6981968237
215	0.6951502737
216	0.6917281922
217	0.6894277247
218	0.6862903988
219	0.6844100167
220	0.6819877743
221	0.6789986473
222	0.6770970461
223	0.6741829487
224	0.6733992086
225	0.6701852134
226	0.6669560207
227	0.6641840767
228	0.6633138121
229	0.6603774994
230	0.6585013061
231	0.6571704246
232	0.6550725707
233	0.6545269088
234	0.6529902867
235	0.6497650461
236	0.6484671384
237	0.6478145435
238	0.6457931742
239	0.6440230523
240	0.6421880286
241	0.6392791807
242	0.636388192
243	0.6348984916
244	0.6323391476
245	0.6304034472
246	0.628437521
247	0.6264067238
248	0.6250466185
249	0.6233258833
250	0.6213047805
251	0.6193948335
252	0.6185451937
253	0.6163284696
254	0.613785552
255	0.6122342302
256	0.610750334
257	0.6087870705
258	0.6078483032
259	0.6058624953
260	0.6047082385
261	0.6024636398
262	0.6009484624
263	0.5984041594
264	0.5959942158
265	0.5944434295
266	0.5934614749
267	0.5923276306
268	0.5906544886
269	0.5888167027
270	0.5874102688
271	0.5854764528
272	0.5844567464
273	0.5828316365
274	0.5804906369
275	0.579072018
276	0.5785074704
277	0.5764986609
278	0.5750950782
279	0.5740181
280	0.5723467952
281	0.5718973663
282	0.5704988862
283	0.5679621216
284	0.5664876152
285	0.5659187635
286	0.5648797125
287	0.5631190302
288	0.560494783
289	0.5596508407
290	0.5586384247
291	0.5573002204
292	0.5563670358
293	0.5543083235
294	0.5529406096
295	0.5524514741
296	0.5512906037
297	0.5494425292
298	0.5485382634
299	0.547096522
300	0.5455775619
301	0.5442062898
302	0.542589557
303	0.5413286714
304	0.5395630869
305	0.5384884099
306	0.5376678927
307	0.5365201508
308	0.5349612345
309	0.5338119693
310	0.5330658601
311	0.5316819212
312	0.531250509
313	0.5302069855
314	0.5285960479
315	0.5276592083
316	0.5264165714
317	0.5250137146
318	0.5236594142
319	0.5230022774
320	0.5222405308
321	0.5214174112
322	0.5198697199
323	0.5188542001
324	0.5179754225
325	0.5170876304
326	0.51624005
327	0.5153805772
328	0.514127038
329	0.5127338103
330	0.5118722163
331	0.5109321718
332	0.5097939912
333	0.5083656273
334	0.5066664738
335	0.5052447562
336	0.5046995366
337	0.5037545425
338	0.502476538
339	0.5008131385
340	0.4995353723
341	0.4986778584
342	0.497702574
343	0.4963535662
344	0.4953743926
345	0.4946883553
346	0.493733427
347	0.4925841855
348	0.4917937788
349	0.4909706675
350	0.4904429585
351	0.4897851638
352	0.4888554898
353	0.4879099477
354	0.486886318
355	0.4859467401
356	0.4849817741
357	0.4838465009
358	0.4828185812
359	0.4819568831
360	0.4810587477
361	0.4797550988
362	0.4790289945
363	0.4783634716
364	0.47765941
365	0.4765705578
366	0.4752396957
367	0.4739246161
368	0.4732306303
369	0.4727457484
370	0.4720724786
371	0.4710675565
372	0.4704315286
373	0.4690217839
374	0.4682462029
375	0.4677403265
376	0.4674320099
377	0.4664150963
378	0.4653463817
379	0.4646814079
380	0.4638731007
381	0.4628724262
382	0.4617245813
383	0.4611205562
