iter	RMSE
228	1.11507588
229	1.114913827
230	1.114706687
231	1.11437646
232	1.114106784
233	1.113855501
234	1.113588272
235	1.111016558
236	1.107408644
237	1.105660853
238	1.103304753
239	1.100447359
240	1.100313362
241	1.100074289
242	1.09988032
243	1.099765448
244	1.097411064
245	1.094228557
246	1.094005284
247	1.090446787
248	1.088112932
249	1.086230504
250	1.084548233
251	1.081713449
252	1.079574353
253	1.076942643
254	1.076707139
255	1.074002769
256	1.071238651
257	1.069035741
258	1.066950461
259	1.064598684
260	1.061077283
261	1.059266694
262	1.056693104
263	1.054068369
264	1.051563394
265	1.049506922
266	1.047514401
267	1.045865152
268	1.044813117
269	1.042396024
270	1.040895545
271	1.038780922
272	1.037461793
273	1.035490303
274	1.033692367
275	1.031218234
276	1.029033057
277	1.02671619
278	1.025323462
279	1.023861213
280	1.022246416
281	1.020752972
282	1.018675896
283	1.017111368
284	1.015518819
285	1.014386362
286	1.012761691
287	1.010471047
288	1.009072085
289	1.007018977
290	1.005397687
291	1.003895568
292	1.002528893
293	1.001353526
294	1.000004099
295	0.998482292
296	0.9962414836
297	0.9942720086
298	0.992402998
299	0.9910007449
300	0.9895788912
301	0.9880694752
302	0.9876213957
303	0.9859831798
304	0.9839485351
305	0.9825487217
306	0.9810115697
307	0.9793607233
308	0.9780389883
309	0.9769366743
310	0.9753547755
311	0.9741042951
312	0.972819276
313	0.9713902524
314	0.9697024494
315	0.9685811494
316	0.9678426458
317	0.9653583674
318	0.964198396
319	0.9630097889
320	0.9616922098
321	0.9603038591
322	0.9593964466
323	0.9566953242
324	0.9560270361
325	0.9547213639
326	0.9527242646
327	0.9516438446
328	0.9504586518
329	0.9489092047
330	0.947674676
331	0.9454185126
332	0.9442078322
333	0.9431961897
334	0.9422389353
335	0.9411722063
336	0.9391247406
337	0.9378986932
338	0.9365886011
339	0.9354792623
340	0.9340659976
341	0.9333240194
342	0.9318469814
343	0.930103558
344	0.9287243528
345	0.9284951729
346	0.9271716248
347	0.9258623744
348	0.9237509368
349	0.9227213201
350	0.9220980011
351	0.9212544362
352	0.919646157
353	0.9182655441
354	0.9173269657
355	0.9163956538
356	0.9152768139
357	0.9142672508
358	0.9126492779
359	0.9120615278
360	0.9111337524
361	0.9102286555
362	0.9092939825
363	0.9082286835
364	0.9076047859
365	0.9058291188
366	0.9045119024
367	0.9036853641
368	0.9027054753
369	0.9014827997
370	0.9008322588
371	0.9002366414
372	0.9000333976
373	0.898783569
374	0.8984190374
375	0.8976977905
376	0.8962326846
377	0.895362633
378	0.8945796845
379	0.8931965493
380	0.8910553018
381	0.8903793771
382	0.8893301674
383	0.8881408746
384	0.885440592
385	0.8845822862
386	0.8830885385
387	0.8811228122
388	0.8802892382
389	0.8795706211
390	0.8783347728
391	0.876867403
392	0.8757154298
393	0.8751953839
394	0.8749639821
395	0.8736804347
396	0.8721755703
397	0.8713175973
398	0.8707067377
399	0.8702736196
400	0.870043178
401	0.8686779562
402	0.8678609026
403	0.8677089667
404	0.8665256379
405	0.8656141309
406	0.864920667
407	0.862987714
408	0.8628997207
409	0.862780673
410	0.8616799318
411	0.8608384892
412	0.8605311182
413	0.8600323811
414	0.859480667
415	0.85821633
416	0.8557591843
417	0.8543513666
418	0.8526674094
419	0.8515471122
420	0.8504387366
421	0.849623668
422	0.848404685
423	0.8473372046
424	0.8464371051
425	0.8453382682
426	0.8445547175
427	0.8438385806
428	0.843748633
429	0.8425893139
430	0.8420949436
431	0.8406135686
432	0.839552874
433	0.8388240341
434	0.8384556546
435	0.8371169705
436	0.8362281502
437	0.8355590239
438	0.8350785224
439	0.8343024657
440	0.8338063156
441	0.832887734
442	0.8319145496
443	0.8309584648
444	0.8302578462
445	0.8288307012
446	0.8274455562
447	0.8263837689
448	0.8262592811
449	0.8253037821
450	0.8243434568
451	0.8231985216
452	0.8217411709
453	0.821368315
454	0.8204023271
455	0.8197341548
456	0.8184927606
457	0.8178118959
458	0.8169100504
459	0.8162352678
460	0.8156100535
461	0.8150804476
462	0.8148977023
463	0.8140684018
464	0.8131750618
465	0.8127171565
466	0.8115004431
467	0.8112507985
468	0.8102840614
469	0.8092852696
470	0.8083724995
471	0.8073766537
472	0.8064516657
473	0.8053912433
474	0.8045628564
475	0.804025038
476	0.8034185425
477	0.8025233196
478	0.8017236216
479	0.8007239598
480	0.799888113
481	0.7988304632
482	0.7981037041
483	0.7973968319
484	0.797311732
485	0.7969919522
486	0.7957449508
487	0.7946410582
488	0.7937407259
489	0.7933100519
490	0.7923956277
491	0.7922661193
492	0.792109075
493	0.7912502128
494	0.7907691233
495	0.7899852083
496	0.7894190305
497	0.7891827658
498	0.7886970222
499	0.7880353743
500	0.7879580028
501	0.7877334338
502	0.7860063401
503	0.7852202648
504	0.7843636642
505	0.7837641364
506	0.7823238751
507	0.781410253
508	0.7803156392
509	0.7792913809
510	0.7790892091
511	0.7784554017
512	0.7776203624
513	0.7769446221
514	0.7761915264
515	0.775796752
516	0.7751407305
517	0.7735558273
518	0.7725181972
519	0.7717253888
520	0.7709404347
521	0.7700244652
522	0.7694229432
523	0.7687315702
524	0.7673814252
525	0.7665220472
526	0.766150842
527	0.7652357757
528	0.7639938124
529	0.763820059
530	0.7630831322
531	0.7624286514
532	0.7614708974
533	0.7609437648
534	0.7599634242
535	0.7593958175
536	0.7583549456
537	0.7573841471
538	0.7561233153
539	0.755340312
540	0.7552197259
541	0.7545653908
542	0.7537851678
543	0.7531999738
544	0.7524824781
545	0.7516786146
546	0.7500714141
547	0.7495602648
548	0.7484865438
549	0.7476994651
550	0.7464922992
551	0.7453787389
552	0.7449732776
553	0.7444989761
554	0.7440465252
555	0.7432374934
556	0.7430013643
557	0.7422386163
558	0.7409656623
559	0.7400976597
560	0.7394272319
561	0.7385771979
562	0.7378198297
563	0.7371160854
564	0.7361902901
565	0.7355380222
566	0.7348743378
567	0.7341808792
568	0.7329101497
569	0.7320166471
570	0.7311838131
571	0.7302666836
572	0.7298531686
573	0.7292511091
574	0.7291940781
575	0.7284910868
576	0.7277254047
577	0.7268002217
578	0.7256221349
579	0.7249505899
580	0.7242039188
581	0.7233057021
582	0.7227537312
583	0.7226986435
584	0.7222033409
585	0.7210167403
586	0.720472712
587	0.7196625978
588	0.7192014331
589	0.7185529265
590	0.7170938329
591	0.7162733289
592	0.715536126
593	0.715158543
594	0.7151030523
595	0.7144025538
596	0.7139440328
597	0.7131748472
598	0.7124280545
599	0.7117058948
600	0.7112172241
601	0.7108401883
602	0.7098829564
603	0.7092837278
604	0.709235865
605	0.7091800118
606	0.7082255457
607	0.707689875
608	0.7063242118
609	0.70498147
610	0.7043943756
611	0.7037040242
612	0.703128193
613	0.7024914082
614	0.7017339543
615	0.7009638215
616	0.7003893111
617	0.6995988532
618	0.6986803155
619	0.6977943562
620	0.6973054202
621	0.6970092649
622	0.6964195125
623	0.6960685171
624	0.6957228032
625	0.6951598191
626	0.6951025094
627	0.6944802544
628	0.693479052
629	0.692793682
630	0.6924042466
631	0.6915092187
632	0.6909159676
633	0.6898457001
634	0.689286706
635	0.6892415633
636	0.6887272432
637	0.6881942249
638	0.687737284
639	0.6872547759
640	0.6866037036
641	0.6865606888
642	0.6858867561
643	0.6856533599
644	0.6853492221
645	0.6845249472
646	0.6837799365
647	0.683488344
648	0.6828364479
649	0.6824551332
650	0.6816635704
651	0.6814633634
652	0.6808692536
653	0.6803456402
654	0.6801490375
655	0.6790475717
656	0.6789669603
657	0.678512525
658	0.6778235335
659	0.6773200093
660	0.6764507551
661	0.675840244
662	0.6751648145
663	0.6744241619
664	0.6742755543
665	0.6733329187
666	0.6728502274
667	0.6723223883
668	0.6718367777
669	0.6707923808
670	0.6700347099
671	0.669296555
672	0.6690725608
673	0.6684038359
674	0.6679096621
675	0.6673885792
676	0.6670730285
677	0.6667178146
678	0.6662854325
679	0.6658784215
680	0.6654936309
681	0.6644880962
682	0.6640798404
683	0.6635337397
684	0.6634916888
685	0.6632252488
686	0.6628961365
687	0.6627839584
688	0.6623048611
689	0.6621240504
690	0.6616849093
691	0.661647149
692	0.6616113401
693	0.6606522079
694	0.6598038068
695	0.6592748206
696	0.6585187438
697	0.6578783337
698	0.6578454515
699	0.6567937927
700	0.6565270851
701	0.6563618923
702	0.6558190551
703	0.6554630934
704	0.6553571349
705	0.6548725558
706	0.6544507598
707	0.6538895494
708	0.6532095567
709	0.6524860586
710	0.6524352869
711	0.6524092275
712	0.651429069
713	0.6512935443
714	0.6512268575
715	0.6503094264
716	0.6497658337
717	0.6494257198
718	0.648993945
719	0.6480750325
720	0.6478694948
721	0.6473800662
722	0.6468877091
723	0.6461176316
724	0.6455562825
725	0.6451548973
726	0.644336238
727	0.6439691919
728	0.6435817793
729	0.6430384342
730	0.6428582489
731	0.6425555293
732	0.642041638
733	0.6414691453
734	0.6406282122
735	0.6404969789
736	0.6398105518
737	0.6394023803
738	0.6390974919
739	0.6386345927
740	0.6381760511
741	0.6376218517
742	0.6370306803
743	0.6367384604
744	0.6365678884
745	0.6363004277
746	0.635662103
747	0.6355566432
748	0.6351185449
749	0.6345835516
750	0.6340679764
751	0.6338088773
752	0.6331253893
753	0.6327820148
754	0.6327460289
755	0.6324156097
756	0.632131825
757	0.6314152509
758	0.6310108005
759	0.6308862422
760	0.6307188228
761	0.6301672149
762	0.6298183058
763	0.6295553947
764	0.6294756974
765	0.629373665
766	0.6287452153
767	0.6285836924
768	0.6279394734
769	0.6273720986
770	0.6268031293
771	0.626405794
772	0.6254179702
773	0.6253887132
774	0.6252686557
775	0.6243912448
776	0.6233217452
777	0.6229784589
778	0.6227252525
779	0.6219665719
780	0.6218494887
781	0.6215392343
782	0.6211620121
783	0.6206180759
784	0.6203686301
785	0.6199347268
786	0.6199163167
787	0.619160558
788	0.6188612107
789	0.6184997505
790	0.6179203475
791	0.6174498511
792	0.6172991658
793	0.6166547042
794	0.6158899175
795	0.6155665898
796	0.615345967
797	0.6148037428
798	0.6144591678
799	0.6141096635
800	0.6135809267
801	0.6135264304
802	0.6128163747
803	0.6125774773
804	0.6122108194
805	0.6118526884
806	0.6114908944
807	0.611284003
808	0.6107192715
809	0.6105546048
810	0.6101060157
811	0.6097189899
812	0.6091617331
813	0.6085802076
814	0.6083492451
815	0.607924704
816	0.6076485896
817	0.6071069893
818	0.6069914176
819	0.606745797
820	0.606631976
821	0.6065989946
822	0.6064421242
823	0.6062910104
824	0.6057919309
825	0.6055570743
826	0.6055298336
827	0.6055074773
828	0.6052004146
829	0.6050067991
830	0.604770193
831	0.6046397495
832	0.6045810833
833	0.6038793419
834	0.6034634269
835	0.6034329621
836	0.603269378
837	0.6026451216
838	0.6017866161
839	0.6014643243
840	0.6013031474
841	0.6010973232
842	0.60055961
843	0.6001299933
844	0.5999233019
845	0.5995223661
846	0.5987023663
847	0.5985528572
848	0.5978458013
849	0.5971313789
850	0.5966602438
851	0.5961836
852	0.5959897239
853	0.5955095866
854	0.5951390407
855	0.5949331116
856	0.5947597158
857	0.5945374811
858	0.5941478085
859	0.5938749971
860	0.5937805244
861	0.5937077403
862	0.5933458763
863	0.5931518032
864	0.5923789831
865	0.5914605008
866	0.5911289756
867	0.590517081
868	0.5897539632
869	0.5892886582
870	0.5891871972
871	0.5889949134
872	0.5889013487
873	0.5885960271
874	0.5882348207
875	0.5880181299
876	0.587404224
877	0.5871150262
878	0.5870620014
879	0.5866508794
880	0.5866305232
881	0.5861720521
882	0.5858622782
883	0.5853040981
884	0.5851492186
885	0.5849981947
886	0.5847461767
887	0.5845035031
888	0.5844674998
889	0.5843375292
890	0.5842229043
891	0.5841317784
892	0.584002492
893	0.5835119487
894	0.5829748279
895	0.5825283961
896	0.5822485267
897	0.582134886
898	0.581996534
899	0.5814620332
900	0.5813025517
901	0.5806755056
902	0.5803688152
903	0.579914837
904	0.5791183157
905	0.5789547906
906	0.5786101336
907	0.5785676017
908	0.5778905015
909	0.5770717872
910	0.5767710866
911	0.5764301687
912	0.5760191345
913	0.5758506931
914	0.5752608261
915	0.5747059484
916	0.5742901796
917	0.5740985164
918	0.5736204608
919	0.5734374815
920	0.5732089647
921	0.5731942447
922	0.5726771003
923	0.5719098599
924	0.571254349
925	0.5708850604
926	0.5706735228
927	0.5702490002
928	0.5696442005
929	0.5694091815
930	0.5692359895
931	0.5685112245
932	0.5681042428
933	0.5680945414
934	0.5676275088
935	0.5672923466
936	0.5670651177
937	0.5667136274
938	0.5659345561
939	0.5655639542
940	0.5655281047
941	0.565220476
942	0.5649617349
943	0.5646784028
944	0.564641059
945	0.564385343
946	0.5636732605
947	0.5636417749
948	0.563407674
949	0.5628012378
950	0.5624714624
951	0.5621378524
952	0.5620462107
953	0.5616738338
954	0.5611379597
955	0.5607600475
956	0.5606185135
957	0.5605580001
958	0.559880373
959	0.5591512142
960	0.5588504662
961	0.5583294752
962	0.5576234716
963	0.5573263379
964	0.5568708622
965	0.5565220054
966	0.555891034
967	0.5557801378
968	0.5550252703
969	0.5547040004
970	0.5540749873
971	0.5540541027
972	0.5535806572
973	0.5533860354
974	0.5530005167
975	0.5527031702
976	0.5524818078
977	0.5521849519
978	0.5517545956
979	0.5516012679
980	0.5515353583
981	0.5514440474
982	0.5512103929
983	0.5507723821
984	0.5505783217
985	0.5503380779
986	0.5498575184
987	0.5497712013
988	0.5490829743
989	0.5488377933
990	0.5484028068
991	0.5481155741
992	0.5480853167
993	0.5479865679
994	0.5473192621
995	0.5468533692
996	0.5462392588
997	0.5460805598
998	0.5456375803
999	0.5452578588
