iter	Passed	Remaining
155	376	2038
156	379	2035
157	381	2032
158	383	2029
159	386	2028
160	389	2027
161	391	2024
162	394	2027
163	397	2024
164	399	2023
165	402	2020
166	404	2017
167	406	2014
168	408	2011
169	411	2008
170	413	2005
171	416	2006
172	419	2004
173	421	2003
174	424	2000
175	426	1998
176	429	1995
177	431	1993
178	433	1990
179	436	1987
180	438	1984
181	441	1982
182	443	1978
183	445	1975
184	448	1975
185	450	1972
186	453	1969
187	455	1967
188	458	1965
189	460	1962
190	463	1963
191	466	1961
192	468	1960
193	471	1960
194	474	1957
195	476	1954
196	478	1952
197	481	1949
198	483	1946
199	486	1944
200	488	1940
201	490	1937
202	492	1933
203	494	1931
204	497	1928
205	499	1925
206	502	1923
207	504	1920
208	506	1916
209	508	1913
210	511	1912
211	513	1909
212	516	1906
213	518	1903
214	520	1900
215	522	1897
216	524	1893
217	527	1893
218	529	1889
219	532	1888
220	534	1884
221	536	1881
222	539	1878
223	541	1874
224	543	1873
225	546	1871
226	548	1868
227	550	1865
228	553	1862
229	555	1858
230	557	1855
231	559	1853
232	562	1851
233	565	1850
234	567	1847
235	569	1844
236	572	1841
237	574	1840
238	577	1838
239	579	1836
240	582	1833
241	584	1831
242	586	1828
243	589	1826
244	592	1824
245	594	1822
246	597	1820
247	599	1818
248	602	1815
249	604	1814
250	608	1814
251	610	1812
252	613	1810
253	615	1808
254	618	1805
255	620	1803
256	623	1803
257	626	1801
258	628	1798
259	630	1795
260	633	1792
261	635	1790
262	638	1790
263	641	1787
264	643	1784
265	645	1782
266	648	1779
267	650	1776
268	653	1775
269	655	1773
270	658	1770
271	660	1767
272	662	1764
273	664	1761
274	667	1760
275	671	1760
276	673	1758
277	675	1755
278	678	1752
279	680	1750
280	683	1748
281	686	1747
282	688	1744
283	690	1741
284	693	1739
285	695	1736
286	697	1733
287	700	1731
288	702	1729
289	705	1726
290	707	1724
291	709	1721
292	712	1718
293	714	1716
294	717	1715
295	719	1712
296	722	1709
297	724	1707
298	727	1705
299	729	1702
300	732	1701
301	735	1699
302	737	1696
303	739	1694
304	742	1692
305	745	1689
306	747	1687
307	750	1685
308	752	1682
309	754	1679
310	757	1677
311	759	1674
312	761	1672
313	766	1674
314	768	1671
315	770	1668
316	773	1666
317	775	1664
318	778	1661
319	781	1661
320	784	1659
321	788	1660
322	791	1658
323	794	1657
324	797	1657
325	800	1655
326	803	1653
327	805	1651
328	808	1648
329	810	1646
330	813	1644
331	816	1642
332	818	1639
333	820	1636
334	823	1633
335	825	1631
336	828	1630
337	831	1628
338	833	1625
339	836	1623
340	838	1620
341	841	1618
342	844	1616
343	846	1614
344	848	1611
345	851	1608
346	853	1606
347	855	1603
348	858	1601
349	861	1600
350	864	1597
351	866	1595
352	868	1592
353	871	1589
354	873	1586
355	876	1585
356	879	1583
357	881	1580
358	883	1577
359	885	1574
360	888	1572
361	890	1569
362	893	1568
363	896	1565
364	898	1563
365	900	1560
366	903	1557
367	905	1554
368	908	1553
369	911	1551
370	913	1548
371	915	1545
372	917	1542
373	919	1539
374	923	1538
375	925	1536
376	927	1533
377	930	1530
378	932	1527
379	934	1525
380	937	1522
381	940	1521
382	942	1518
383	944	1515
384	947	1513
385	949	1510
386	951	1507
387	954	1505
388	957	1503
389	959	1500
390	961	1497
391	964	1495
392	966	1492
393	968	1489
394	971	1488
395	974	1485
396	976	1483
397	978	1480
398	981	1477
399	983	1475
400	985	1472
401	988	1470
402	990	1467
403	992	1464
404	995	1461
405	997	1459
406	999	1456
407	1002	1454
408	1004	1451
409	1006	1449
410	1009	1446
411	1011	1443
412	1013	1440
413	1016	1438
414	1019	1437
415	1021	1434
416	1024	1431
417	1026	1429
418	1028	1426
419	1031	1423
420	1033	1421
421	1036	1419
422	1038	1416
423	1040	1414
424	1043	1411
425	1045	1408
426	1047	1405
427	1050	1404
428	1053	1401
429	1055	1398
430	1057	1396
431	1060	1394
432	1062	1391
433	1065	1389
434	1068	1387
435	1070	1384
436	1072	1381
437	1074	1379
438	1077	1376
439	1079	1373
440	1082	1371
441	1084	1369
442	1086	1366
443	1089	1364
444	1092	1362
445	1095	1360
446	1098	1359
447	1101	1356
448	1103	1354
449	1105	1351
450	1107	1348
451	1110	1345
452	1112	1343
453	1115	1341
454	1117	1338
455	1119	1336
456	1122	1333
457	1124	1331
458	1127	1328
459	1129	1326
460	1132	1323
461	1134	1321
462	1136	1318
463	1139	1315
464	1141	1313
465	1144	1311
466	1147	1309
467	1149	1306
468	1152	1304
469	1154	1301
470	1157	1299
471	1159	1297
472	1162	1295
473	1165	1292
474	1167	1290
475	1170	1288
476	1172	1285
477	1175	1283
478	1178	1282
479	1181	1279
480	1183	1276
481	1185	1274
482	1187	1271
483	1190	1269
484	1193	1266
485	1195	1264
486	1197	1261
487	1200	1259
488	1202	1256
489	1204	1254
490	1208	1252
491	1210	1250
492	1213	1248
493	1216	1245
494	1218	1243
495	1221	1241
496	1225	1240
497	1228	1238
498	1231	1236
499	1233	1233
500	1236	1231
501	1239	1230
502	1243	1228
503	1246	1226
504	1249	1224
505	1252	1222
506	1255	1221
507	1258	1218
508	1261	1216
509	1263	1214
510	1266	1212
511	1269	1210
512	1273	1208
513	1276	1206
514	1279	1204
515	1281	1201
516	1284	1199
517	1288	1198
518	1291	1196
519	1294	1194
520	1297	1192
521	1300	1191
522	1304	1190
523	1308	1188
524	1311	1186
525	1313	1183
526	1316	1181
527	1319	1179
528	1322	1177
529	1324	1174
530	1327	1172
531	1330	1170
532	1332	1167
533	1336	1166
534	1339	1164
535	1342	1162
536	1345	1159
537	1347	1157
538	1351	1155
539	1354	1153
540	1357	1151
541	1361	1150
542	1364	1148
543	1369	1147
544	1372	1146
545	1376	1144
546	1380	1142
547	1384	1141
548	1388	1140
549	1391	1138
550	1395	1137
551	1399	1136
552	1403	1134
553	1406	1132
554	1410	1130
555	1415	1129
556	1418	1128
557	1422	1126
558	1425	1124
559	1430	1123
560	1433	1122
561	1437	1120
562	1441	1118
563	1444	1117
564	1449	1115
565	1452	1113
566	1456	1111
567	1459	1109
568	1463	1108
569	1467	1106
570	1472	1106
571	1475	1103
572	1479	1102
573	1483	1100
574	1486	1098
575	1489	1096
576	1494	1095
577	1497	1093
578	1500	1091
579	1503	1088
580	1507	1087
581	1511	1085
582	1514	1083
583	1518	1081
584	1521	1079
585	1526	1078
586	1529	1076
587	1532	1073
588	1535	1071
589	1538	1069
590	1542	1067
591	1546	1065
592	1549	1063
593	1552	1061
594	1556	1059
595	1559	1056
596	1562	1054
597	1565	1052
598	1568	1050
599	1572	1048
600	1575	1046
601	1578	1043
602	1582	1041
603	1585	1039
604	1589	1037
605	1592	1035
606	1595	1032
607	1598	1030
608	1601	1028
609	1605	1026
610	1608	1023
611	1611	1021
612	1614	1019
613	1617	1016
614	1620	1014
615	1623	1012
616	1626	1009
617	1629	1007
618	1632	1004
619	1635	1002
620	1638	999
621	1641	997
622	1643	994
623	1646	992
624	1649	989
625	1653	987
626	1656	985
627	1659	983
628	1663	980
629	1665	978
630	1668	975
631	1672	973
632	1675	971
633	1678	968
634	1680	966
635	1684	964
636	1687	961
637	1689	958
638	1692	956
639	1694	953
640	1697	950
641	1701	948
642	1703	946
643	1706	943
644	1709	940
645	1712	938
646	1716	936
647	1718	933
648	1721	930
649	1723	928
650	1726	925
651	1729	923
652	1732	920
653	1735	917
654	1737	915
655	1740	912
656	1742	909
657	1745	907
658	1748	904
659	1751	902
660	1753	899
661	1756	896
662	1759	894
663	1762	891
664	1765	889
665	1768	886
666	1771	884
667	1774	881
668	1778	879
669	1780	877
670	1783	874
671	1786	871
672	1789	869
673	1792	866
674	1795	864
675	1798	861
676	1801	859
677	1804	857
678	1807	854
679	1811	852
680	1814	850
681	1818	847
682	1820	845
683	1823	842
684	1826	839
685	1829	837
686	1831	834
687	1834	832
688	1837	829
689	1839	826
690	1842	823
691	1845	821
692	1848	818
693	1851	816
694	1854	813
695	1858	811
696	1861	809
697	1864	806
698	1867	804
699	1870	801
700	1873	799
701	1876	796
702	1879	793
703	1881	791
704	1884	788
705	1887	785
706	1890	783
707	1892	780
708	1895	777
709	1898	775
710	1900	772
711	1904	770
712	1907	767
713	1909	764
714	1911	762
715	1914	759
716	1917	756
717	1920	754
718	1923	751
719	1926	749
720	1929	746
721	1932	744
722	1935	741
723	1938	739
724	1941	736
725	1944	733
726	1947	731
727	1949	728
728	1953	726
729	1955	723
730	1958	720
731	1961	718
732	1964	715
733	1967	713
734	1970	710
735	1972	707
736	1975	704
737	1977	702
738	1979	699
739	1983	696
740	1985	694
741	1987	691
742	1990	688
743	1992	685
744	1994	682
745	1997	680
746	2000	677
747	2002	674
748	2004	671
749	2007	669
750	2009	666
751	2012	663
752	2015	661
753	2017	658
754	2019	655
755	2021	652
756	2024	649
757	2026	646
758	2028	644
759	2031	641
760	2033	638
761	2035	635
762	2038	633
763	2040	630
764	2043	627
765	2046	625
766	2049	622
767	2051	619
768	2053	616
769	2055	614
770	2058	611
771	2061	608
772	2064	606
773	2066	603
774	2068	600
775	2070	597
776	2073	595
777	2075	592
778	2078	589
779	2080	586
780	2083	584
781	2085	581
782	2087	578
783	2090	575
784	2092	573
785	2094	570
786	2097	567
787	2099	564
788	2101	562
789	2103	559
790	2106	556
791	2109	553
792	2111	551
793	2113	548
794	2116	545
795	2118	543
796	2121	540
797	2123	537
798	2126	534
799	2128	532
800	2131	529
801	2132	526
802	2135	523
803	2137	521
804	2139	518
805	2142	515
806	2144	512
807	2147	510
808	2149	507
809	2151	504
810	2154	502
811	2157	499
812	2159	496
813	2162	494
814	2164	491
815	2167	488
816	2169	485
817	2172	483
818	2174	480
819	2177	477
820	2179	475
821	2181	472
822	2183	469
823	2186	466
824	2189	464
825	2191	461
826	2194	458
827	2196	456
828	2198	453
829	2200	450
830	2202	448
831	2205	445
832	2207	442
833	2210	439
834	2212	437
835	2214	434
836	2216	431
837	2219	429
838	2222	426
839	2225	423
840	2227	421
841	2229	418
842	2231	415
843	2233	412
844	2236	410
845	2239	407
846	2241	404
847	2243	402
848	2245	399
849	2248	396
850	2250	394
851	2254	391
852	2256	388
853	2258	386
854	2261	383
855	2263	380
856	2265	378
857	2268	375
858	2271	372
859	2273	370
860	2275	367
861	2277	364
862	2280	361
863	2282	359
864	2285	356
865	2288	354
866	2290	351
867	2293	348
868	2295	346
869	2299	343
870	2302	341
871	2305	338
872	2307	335
873	2309	332
874	2311	330
875	2321	328
876	2323	325
877	2325	323
878	2327	320
879	2330	317
880	2332	315
881	2334	312
882	2337	309
883	2339	307
884	2341	304
885	2343	301
886	2346	298
887	2348	296
888	2351	293
889	2353	290
890	2356	288
891	2358	285
892	2360	282
893	2363	280
894	2365	277
895	2368	274
896	2370	272
897	2372	269
898	2374	266
899	2376	264
900	2379	261
901	2382	258
902	2384	256
903	2386	253
904	2389	250
905	2391	248
906	2393	245
907	2396	242
908	2398	240
909	2401	237
910	2403	234
911	2405	232
912	2407	229
913	2410	226
914	2412	224
915	2414	221
916	2417	218
917	2419	216
918	2421	213
919	2423	210
920	2426	208
921	2428	205
922	2430	202
923	2433	200
924	2435	197
925	2437	194
926	2439	192
927	2443	189
928	2445	186
929	2448	184
930	2450	181
931	2452	178
932	2454	176
933	2457	173
934	2460	171
935	2462	168
936	2465	165
937	2467	163
938	2469	160
939	2472	157
940	2475	155
941	2477	152
942	2480	149
943	2482	147
944	2484	144
945	2486	141
946	2489	139
947	2492	136
948	2494	134
949	2496	131
950	2498	128
951	2501	126
952	2503	123
953	2506	120
954	2508	118
955	2510	115
956	2513	112
957	2515	110
958	2517	107
959	2519	104
960	2522	102
961	2524	99
962	2527	97
963	2529	94
964	2531	91
965	2534	89
966	2536	86
967	2539	83
968	2541	81
969	2543	78
970	2545	76
971	2548	73
972	2550	70
973	2553	68
974	2555	65
975	2557	62
976	2560	60
977	2562	57
978	2564	55
979	2566	52
980	2569	49
981	2571	47
982	2573	44
983	2576	41
984	2578	39
985	2581	36
986	2583	34
987	2585	31
988	2588	28
989	2590	26
990	2592	23
991	2595	20
992	2597	18
993	2599	15
994	2602	13
995	2604	10
996	2606	7
997	2609	5
998	2611	2
999	2613	0
