,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
1212,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,55.44,29.73,74.72,25.51,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.67,0.67,3.45,2.78
1213,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,lab,MIC,water,none,small-molecule,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,9.26,3.5,13.58,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.58,-0.58,5.03,5.61
1214,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,37.45,257.0,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.3,1.3,0.66,-0.64
1215,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
1216,Biosynthesis using silver tolerant bacteria (AgTB),lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,42.83,278.94,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.48,1.48,0.55,-0.92
1217,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,48.79,0.49,106.24,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.05,0.05,0.59,0.54
1218,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.54,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1219,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,6.61,0.07,11.52,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.01,0.01,1.69,1.68
1220,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.65,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.2,0.2,2.19,1.99
1221,Chemical synthesis using NDs,lab,MIC,sodium dodecyl sulfate,none,none,quasi-spherical,,107.868,1.78376517,strong,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.87,-0.87,2.62,3.48
1222,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
1223,chemical_synthesis using zinc nitrate,lab,MIC,water,none,none,spherical,,81.389,4.082482905,medium,chemical,0,8,0,1,-0.1213,0.423376623,2.423376623,1,111.68,3.21,247.27,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.74,0.74,0.87,0.13
1224,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.34,1.38,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1225,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.67,0.91,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1226,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.09,1.09,3.6,2.51
1227,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1228,Green synthesis using Petroselinum crispum,lab,MIC,methanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.31,1.41,38.42,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.5,-0.5,4.11,4.61
1229,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.74,0.85,45.47,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1230,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,39.28,17.64,55.51,0.15,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.42,0.42,3.05,2.63
1231,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,mixed,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,0.8,0.7,0.88,30.79,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.4,0.4,4.98,4.57
1232,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,42.28,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.54,0.54,0.38,-0.15
1233,chemical_synthesis using cerium nitrate,lab,MIC,water,none,none,cubic,,172.114,4.456551526,medium,chemical,0,16,0,2,-0.2376,0.976623377,3.976623377,2,0.8,0.22,1.52,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.98,0.98,6.63,5.65
1234,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,14.5,14.36,14.68,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-1.24,-1.24,3.3,4.54
1235,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.32,1.25,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1236,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.79,1.79,0.37,-1.42
1237,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,72.26,252.22,18.62,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.31,2.31,0.49,-1.82
1238,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1239,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,49.68,269.03,17.7,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.13,1.13,0.52,-0.6
1240,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.52,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.76,0.76,3.15,2.39
1241,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.67,0.9,12.35,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,2.01,1.51
1242,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,11.06,277.27,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.82,0.82,0.44,-0.39
1243,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,38.2,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.53,0.53,2.74,2.21
1244,Chemical synthesis,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.34,0.34,1.32,0.98
1245,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.35,1.36,8.32,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.57,0.57,2.01,1.44
1246,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,53.67,0.54,119.18,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.02,-0.02,0.45,0.47
1247,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.6,11.14,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.36,-0.36,2.64,3.0
1248,Green synthesis using Serai kayu,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,14.72,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.34,0.34,2.43,2.09
1249,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1250,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,76.76,242.22,0.71,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.23,1.23,1.07,-0.16
1251,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,33.9,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.28,-0.28,3.25,3.53
1252,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,27.9,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.3,-0.3,3.24,3.54
1253,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,45.36,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1254,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,42.92,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.77,0.77,3.15,2.38
1255,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.63,7.65,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.29,-0.29,2.64,2.93
1256,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,294.37,18.6,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.09,0.09,1.15,1.06
1257,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,8.56,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,2.01,1.51
1258,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1259,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.59,0.59,3.25,2.66
1260,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,155.36,1.55,339.73,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.53,0.53,0.36,-0.17
1261,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,156.63,1.57,272.92,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.08,0.08,2.62,2.53
1262,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,85.18,0.85,148.43,6.69,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.24,0.24,1.41,1.17
1263,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,7.96,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.29,-0.29,2.64,2.93
1264,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,34.34,20.16,50.03,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.25,-0.25,2.7,2.95
1265,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.52,1.01,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1266,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,20.16,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.33,0.33,2.23,1.9
1267,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.54,1.0,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
1268,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,142.43,184.62,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.96,0.96,2.8,1.84
1269,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,30.22,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.24,0.24,2.55,2.31
1270,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.38,1.12,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.76,0.76,3.15,2.39
1271,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,7.88,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.29,-0.29,2.64,2.93
1272,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,16.09,0.16,28.8,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.1,0.1,1.08,0.99
1273,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.2,0.2,0.45,0.25
1274,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.26,-0.26,0.85,1.11
1275,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
1276,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
1277,Green synthesis using Gloeophyllum striatum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,17.5,3.29,31.78,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,2.63,2.67
1278,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.42,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.05,-0.05,3.65,3.7
1279,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,1.66,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.09,0.09,2.73,2.64
1280,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,56.76,7.53,107.58,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,1.64,1.67
1281,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,120.23,119.03,121.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.73,0.73,4.37,3.64
1282,Green synthesis using Spirogyra varians,lab,MIC,water,none,none,quasi-spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,46.32,45.86,46.66,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.71,0.71,2.43,1.72
1283,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,121.37,194.06,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.96,0.96,1.98,1.02
1284,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,83.93,0.84,146.25,15.91,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.04,0.04,1.16,1.12
1285,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.4,0.4,0.16,-0.24
1286,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,23.54,314.99,3.19,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.42,0.42,1.54,1.13
1287,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.04,-0.04,3.68,3.73
1288,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,141.52,1.42,246.6,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.1,0.1,0.81,0.72
1289,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
1290,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,81.19,224.2,18.66,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.37,0.37,2.54,2.17
1291,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
1292,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,30.51,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.3,-0.3,3.24,3.54
1293,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.37,-0.37,2.54,2.92
1294,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,92.08,11.29,152.67,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.66,0.66,1.69,1.03
1295,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,phenolic,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,162.91,57.44,256.91,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.54,1.54,2.86,1.32
1296,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,42.02,41.6,42.54,43.16,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.78,1.78,2.45,0.67
1297,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.52,0.52,1.76,1.24
1298,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,57.24,0.57,99.74,13.1,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.27,-0.27,2.92,3.19
1299,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.16,1.28,6.02,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.41,0.41,2.43,2.02
1300,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.52,0.52,1.76,1.24
