,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
4830,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.3,8.79,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,3.66,3.66,2.3,-1.36
4831,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,113.03,111.9,113.88,16.38,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.79,1.79,2.09,0.3
4832,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
4833,Green synthesis using Phyllanthus niruri,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,111.77,5.36,191.58,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.46,0.46,1.03,0.58
4834,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,118.94,117.75,119.95,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.91,2.91,2.22,-0.69
4835,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,1.63,315.24,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.09,-0.09,0.43,0.52
4836,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.44,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
4837,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,66.41,279.69,4.88,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.31,1.31,1.43,0.11
4838,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,118.38,76.52,166.21,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.38,2.38,0.95,-1.42
4839,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,58.46,241.25,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.49,1.49,0.64,-0.86
4840,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
4841,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,37.3,257.12,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.86,1.86,0.14,-1.72
4842,chemical_synthesis using cerium nitrate,lab,MIC,water,none,none,cubic,,172.114,4.456551526,medium,chemical,0,16,0,2,-0.2376,0.976623377,3.976623377,2,43.34,0.43,95.66,16.55,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.69,0.69,4.98,4.29
4843,Chemical synthesis using gum kondagogu,lab,MIC,water,none,polymer,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,13.83,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.55,0.55,1.72,1.17
4844,green_synthesis using extract of Acinetobacter baumannii,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,44.94,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.39,0.39,3.39,3.0
4845,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,73.65,72.91,74.21,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.26,1.26,1.07,-0.18
4846,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.52,0.52,1.76,1.24
4847,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
4848,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,13.41,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.39,-0.39,2.79,3.18
4849,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,82.43,223.27,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.08,1.08,1.99,0.91
4850,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
4851,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,25.89,25.63,26.08,28.05,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.69,-0.69,2.62,3.3
4852,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,1.86,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.07,1.07,4.16,3.09
4853,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,309.2,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.4,0.4,0.16,-0.24
4854,Eco-benign synthesis using Quercus coccifera L.,lab,MIC,water,none,none,spherical,,107.868,1.78376517,weak,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,114.35,113.21,115.2,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.95,0.95,4.65,3.7
4855,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,67.43,47.29,82.54,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.09,2.09,0.85,-1.24
4856,Green synthesis using Rumex hastatus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,29.89,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.28,0.28,0.8,0.52
4857,Green synthesis using Azadirachta indica,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,82.86,82.03,83.48,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.16,1.16,3.8,2.64
4858,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.9,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
4859,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.5,1.5,5.24,3.75
4860,Chemical synthesis using NDs,lab,MIC,sodium dodecyl sulfate,none,none,quasi-spherical,,107.868,1.78376517,strong,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.72,6.59,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-1.12,-1.12,1.76,2.88
4861,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,127.3,207.42,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.97,1.97,0.92,-1.05
4862,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,12.42,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.5,0.5,2.01,1.51
4863,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,100.46,209.75,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.15,2.15,0.78,-1.37
4864,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.13,1.3,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.35,-0.35,2.39,2.74
4865,Green synthesis using Murraya koenigii,lab,MIC,water,none,none,spheroidal,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,74.51,229.21,21.35,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.32,1.32,1.79,0.47
4866,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.72,0.9,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.03,-0.03,3.66,3.69
4867,chemical_synthesis using sodium borohydride and silver ions,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,68.65,0.69,119.62,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.5,0.5,2.19,1.69
4868,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,126.43,1.26,282.89,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.53,0.53,0.2,-0.32
4869,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,102.54,101.51,103.31,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.03,2.03,1.52,-0.5
4870,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,90.14,47.74,143.14,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.99,1.99,0.67,-1.32
4871,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,34.64,0.35,60.36,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.48,-0.48,1.05,1.53
4872,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,34.79,8.05,54.84,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.22,-0.22,1.64,1.86
4873,green_synthesis using aqueous Brassica rapa leaf,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,1,8,1,1,-0.1213,0.423376623,2.423376623,1,50.64,50.13,51.08,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.17,0.17,3.44,3.28
4874,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.52,0.52,1.76,1.24
4875,Green synthesis using Rumex hastatus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,157.85,148.35,167.21,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.05,1.05,4.36,3.3
4876,Green synthesis using Syzygium cumini flowers,lab,MIC,ethanol,none,none,oval,phenolic,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.29,0.29,4.63,4.35
4877,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.25,14.7,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.12,1.12,4.69,3.57
4878,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,101.17,72.99,136.4,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.39,1.39,2.22,0.84
4879,Green synthesis using Petroselinum crispum,lab,MIC,methanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,106.7,213.71,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.54,0.54,3.71,3.16
4880,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,34.42,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.46,0.46,0.42,-0.04
4881,Biosynthesis using Candida glabrata,lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,21.44,21.23,21.69,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.71,-0.71,2.59,3.3
4882,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
4883,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.95,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.04,2.98
4884,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,113.69,208.11,16.26,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.89,1.89,1.17,-0.72
4885,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),lab,MIC,water,none,none,cubic,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,153.53,140.06,163.63,21.48,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.1,-0.1,3.59,3.68
4886,Green synthesis using Commiphora gileadensis,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,92.35,215.83,18.7,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.87,0.87,2.44,1.57
4887,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,160.2,158.6,161.4,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
4888,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,6.7,6.63,6.79,11.36,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.59,-0.59,2.47,3.06
4889,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,64.65,58.31,69.4,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.71,1.71,4.12,2.41
4890,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,79.36,0.79,138.29,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.4,0.4,0.32,-0.09
4891,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,45.06,251.3,35.48,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.98,1.98,0.27,-1.71
4892,Green synthesis using Arthrospira platensis,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,4.59,0.05,8.0,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.3,0.3,2.61,2.31
4893,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,36.51,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.11,0.11,0.69,0.58
4894,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,17.57,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.89,1.89,0.06,-1.82
4895,Physical synthesis using gamma irradiation,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,physical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.69,0.91,46.99,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.32,0.32,1.84,1.52
4896,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.38,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.1,2.1,1.66,-0.44
4897,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.13,1.61,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,1.76,1.24
4898,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,133.58,132.24,134.58,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.91,1.91,1.72,-0.2
4899,"Chemical synthesis, purchased from Nano-world Company",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,94.78,93.83,95.49,33.64,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.78,2.78,0.91,-1.87
4900,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,89.46,88.57,90.57,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.13,1.13,4.46,3.33
4901,Chemical_synthesis using zinc nitrate,lab,MIC,water,none,none,spherical,,81.389,4.082482905,medium,chemical,0,8,0,1,-0.1213,0.423376623,2.423376623,1,63.03,38.2,81.65,32.17,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.33,1.33,3.07,1.74
4902,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.4,0.4,0.16,-0.24
4903,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,35.42,33.69,37.58,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.99,0.99,2.35,1.36
4904,green_synthesis using A. indica leaf aqueous extract,lab,MIC,water,none,none,quasi-spherical,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,1.63,314.03,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.53,-0.53,0.87,1.4
4905,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.54,0.54,0.38,-0.15
4906,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,46.07,45.61,46.43,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.53,1.53,3.18,1.64
4907,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,115.41,90.79,146.18,48.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.98,1.98,1.55,-0.43
4908,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,113.29,94.7,132.11,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.91,1.91,3.3,1.4
4909,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,160.99,165.19,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.63,0.63,4.04,3.41
4910,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,31.05,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,2.16,2.16,1.05,-1.11
4911,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,117.17,110.35,125.7,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.97,1.97,1.93,-0.04
4912,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,42.57,253.16,41.84,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.44,1.44,0.05,-1.38
4913,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.33,-0.33,2.4,2.73
4914,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.67,0.9,9.96,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.51,0.51,2.01,1.51
4915,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.12,1.65,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,-0.14,-0.14,2.56,2.69
4916,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,159.05,166.55,0.0,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,1.06,1.06,4.03,2.97
4917,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.38,1.32,33.33,Bacillus subtilis nan,Staphylococcus aureus ATCC 29213,0.52,0.52,2.73,2.21
