,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
945,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
946,Biosynthesis using Rehmannia glutinosa fungi symbiont,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.53,0.53,1.84,1.31
947,Green synthesis using Serai kayu,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.64,0.64,3.32,2.68
948,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,38.57,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.65,-0.65,0.52,1.16
949,Physical synthesis using gamma irradiation,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,physical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,87.05,219.8,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.5,0.5,2.31,1.81
950,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.1,1.33,47.97,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.12
951,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.38,0.38,0.93,0.55
952,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.09,1.33,36.17,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.72,-0.72,3.45,4.18
953,Chemical synthesis using sodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.25,0.25,4.48,4.24
954,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,114.62,113.47,115.87,7.41,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.75,0.75,5.76,5.01
955,Green synthesis using Origanum ehrenbergii,lab,MIC,water,none,none,pseudo-spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.49,1.03,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.28,-0.28,3.25,3.53
956,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,110.69,4.07,190.66,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.5,0.5,1.47,0.97
957,Green synthesis using Serai kayu,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.74,38.23,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.13,0.13,3.45,3.31
958,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.16,0.16,2.33,2.17
959,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,81.07,0.81,141.26,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.41,0.41,0.81,0.4
960,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.71,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.14,3.39
961,Green synthesis using Rosa canina,lab,MIC,ethanol,none,none,cubic,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,132.37,131.05,133.54,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.7,0.7,5.38,4.68
962,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.45,1.07,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.19,-0.19,2.93,3.11
963,Green synthesis using Piriformospora indica,lab,MIC,water,none,none,ellipsoidal,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,67.29,66.62,67.94,0.21,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.46,0.46,2.03,1.57
964,green_synthesis using aqueous Brassica rapa leaf,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,1,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.06,1.36,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.46,-0.46,3.73,4.19
965,Green synthesis using Sambucus ebulus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,3.01,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.2,-0.2,3.13,3.33
966,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.63,0.93,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.13
967,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,68.46,67.78,68.97,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.83,0.83,2.2,1.37
968,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.14,3.39
969,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,127.57,1.28,235.37,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.3,0.3,1.37,1.07
970,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,10.49,277.23,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.74,0.74,1.31,0.58
971,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.09,-0.09,2.92,3.01
972,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.48,1.04,23.42,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.53,-0.53,3.51,4.04
973,chemical_synthesis by aqueous zinc sulfate heptahydrate,lab,MIC,water,none,none,spherical,,81.389,4.082482905,medium,chemical,0,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.15,0.15,2.33,2.17
974,Green synthesis using Jatropha integerrima,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.31,1.17,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
975,Green synthesis using Crossopteryx febrifuga,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,1.0,1.0,4.81,3.81
976,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,160.5,1.6,305.83,45.85,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.88,-0.88,0.45,1.33
977,Physical synthesis using gamma irradiation,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,physical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.68,-0.68,2.57,3.25
978,Green synthesis using Ixora brachypoda,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,64.22,42.03,80.86,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,1.05,1.05,3.69,2.64
979,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.31,1.22,22.81,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.13,-0.13,2.73,2.86
980,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,344.91,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
981,Green synthesis using Pisum sativum L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.09,-0.09,2.92,3.01
982,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,29.72,262.8,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.82,0.82,2.31,1.49
983,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,16.7,0.17,37.36,7.54,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.63,0.63,3.26,2.63
984,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,13.74,292.46,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.88,0.88,2.05,1.17
985,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
986,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,109.31,108.22,110.13,44.15,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.46,-0.46,1.99,2.45
987,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
988,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,70.22,56.32,80.64,33.32,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.09,0.09,2.18,2.09
989,chemical_synthesis using sodium borohydride and silver ions,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,111.95,110.83,113.35,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.47,0.47,4.21,3.74
990,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.93,-0.93,0.27,1.2
991,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,mixed,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.97,0.97,4.39,3.41
992,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,106.24,82.49,124.05,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.47,-0.47,2.95,3.42
993,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.23,1.29,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
994,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,70.47,232.24,16.94,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.51,0.51,1.53,1.02
995,Green synthesis using Rumex nervosus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.55,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.93,-0.93,3.81,4.73
996,Green synthesis using Senna siamea,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,16.78,0.17,29.24,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,1.4,1.4,3.46,2.06
997,Chemical synthesis using sodium borohydride,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,93.17,0.93,183.18,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.33,0.33,2.26,1.93
998,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,85.89,259.18,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.66,0.66,1.85,1.19
999,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,135.43,1.35,247.73,14.88,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.49,0.49,2.12,1.62
1000,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,16.43,272.77,15.24,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.58,0.58,2.47,1.89
1001,Green synthesis using Medicago sativa,lab,MIC,methanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.25,1.4,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.07,-0.07,3.42,3.49
1002,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,158.91,165.91,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,1.0,1.0,2.53,1.53
1003,Chemical synthesis,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.23,1.23,7.32,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.23,-0.23,1.94,2.16
1004,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,53.17,0.53,110.91,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.35,0.35,1.09,0.74
1005,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.72,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.14,3.39
1006,green_synthesis using extract of Acinetobacter baumannii,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.77,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.16,-0.16,2.95,3.11
1007,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,20.4,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.14,0.14,2.69,2.55
1008,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,3.18,0.03,5.54,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.52,-0.52,1.34,1.86
1009,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.38,0.38,0.93,0.55
1010,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.69,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.14,3.39
1011,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.42,1.08,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
1012,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,93.32,92.39,94.02,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.62,0.62,4.12,3.51
1013,Green synthesis using Piriformospora indica,lab,MIC,water,none,none,ellipsoidal,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,21.83,21.61,21.99,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.11,0.11,4.65,4.54
1014,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,3.9,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.24,3.42
1015,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,124.04,1.24,216.14,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.45,0.45,0.99,0.54
1016,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.14,3.39
1017,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,50.83,47.21,55.36,17.85,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.63,0.63,2.9,2.28
1018,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.65,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.12
1019,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,26.11,1.62,45.66,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.24,-0.24,2.53,2.78
1020,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,90.96,0.91,158.5,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.5,0.5,1.12,0.62
1021,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,83.88,48.34,128.27,45.06,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.42,-0.42,0.94,1.37
1022,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.59,1.06,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.11,3.29
1023,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.46,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
1024,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,34.33,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.3,-0.3,2.73,3.03
1025,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.46,1.06,8.78,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.15,-0.15,3.34,3.49
1026,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.14,0.14,4.62,4.48
1027,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.38,0.38,0.93,0.55
1028,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,45.19,0.45,88.5,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.58,0.58,1.95,1.37
1029,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,161.3,63.32,234.79,15.54,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.82,0.82,1.66,0.85
1030,Green synthesis using Kalmia angustifolia,lab,MIC,ethanol,none,none,oval,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.59,47.7,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.72,-0.72,4.55,5.27
1031,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.41,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.15,0.15,4.62,4.48
1032,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,73.38,230.06,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.86,0.86,1.6,0.74
1033,Green synthesis using Pisum sativum L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,125.49,190.98,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.5,0.5,3.15,2.65
