,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
0,Chemical_synthesis using titanyl nitrate,lab,MBEC,water,none,none,spherical,,79.865,2.878049394,medium,chemical,0,16,0,2,-0.2401,0.314285714,3.314285714,2,111.75,47.43,172.33,0.39,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.32,0.32,6.23,5.91
1,green_synthesis using Phlomis Leaf Extract,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,73.83,51.42,100.12,45.64,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.37,-0.37,2.02,2.39
2,Green synthesis using Sambucus ebulus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,72.42,70.72,74.21,38.88,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.09,0.09,1.15,1.06
3,Green synthesis using Murraya koenigii,lab,MIC,water,none,none,spheroidal,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,109.57,27.29,178.29,6.54,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.84,0.84,3.1,2.26
4,Chemical synthesis using sodium borohydride,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,142.36,41.15,219.56,37.71,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.19,-0.19,0.82,1.01
5,Green synthesis using Gloeophyllum striatum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,82.81,79.02,86.48,16.94,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.8,0.8,3.93,3.12
6,Chemical synthesis using NDs,lab,MIC,sodium dodecyl sulfate,none,none,quasi-spherical,,107.868,1.78376517,strong,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,43.79,42.98,44.58,6.4,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.37,-0.37,1.92,2.29
7,Green synthesis using Astragalus sarcocolla,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,33.94,17.03,46.67,8.33,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.2,0.2,2.51,2.31
8,green_synthesis using C. zylinicum aqueous extracts,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,106.81,102.14,112.41,3.96,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.73,0.73,4.69,3.96
9,Biosynthesis using Agrimonia eupatoria,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,54.1,37.36,68.27,33.44,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.07,0.07,2.34,2.27
10,Biosynthesis using silver tolerant bacteria (AgTB),lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,97.41,55.81,133.46,26.31,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.19,-0.19,1.18,1.37
11,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.56,0.98,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.11,3.29
12,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,157.77,168.42,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.83,0.83,4.38,3.55
13,Green synthesis using Medicago sativa,lab,MIC,methanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,7.45,0.07,14.45,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.15,0.15,3.77,3.62
14,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.15,1.3,16.15,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.18,0.18,2.67,2.5
15,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.77,18.9,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.21,-0.21,3.38,3.6
16,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
17,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.11,3.29
18,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,25.46,0.25,44.37,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.41,-0.41,1.75,2.16
19,green_synthesis,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.35,1.62,282.9,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.53,0.53,1.84,1.31
20,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.22,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.11,3.29
21,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.93,-0.93,0.27,1.2
22,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,78.57,0.79,136.9,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.8,-0.8,0.62,1.42
23,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,25.22,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.53,-0.53,0.3,0.83
24,Green synthesis using Spirogyra varians,lab,MIC,water,none,none,quasi-spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.76,-0.76,2.14,2.89
25,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,318.62,46.86,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.88,-0.88,0.45,1.33
26,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
27,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,34.86,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.73,-0.73,3.45,4.18
28,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.76,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.14,3.39
29,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,158.44,1.58,354.52,24.74,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.66,-0.66,0.68,1.34
30,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.12
31,"Chemical synthesis, purchased from Nano-world Company",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,34.93,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.49,-0.49,0.23,0.73
32,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,150.41,1.5,273.65,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.35,1.07
33,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.13
34,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,4.71,4.3,5.02,19.99,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.6,-0.6,2.67,3.27
35,chem_synthesis_reduction_by_D_maltose,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,10.85,10.74,10.93,9.13,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.11,0.11,3.98,3.87
36,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,92.14,0.92,177.12,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.37,0.37,1.91,1.54
37,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,4.95,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.21,0.21,1.5,1.29
38,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.17,0.17,2.33,2.17
39,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,159.22,157.63,161.08,13.26,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.9,0.9,2.68,1.78
40,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,33.73,0.34,58.77,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-1.22,-1.22,1.22,2.44
41,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,46.77,0.47,93.19,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.33,0.33,2.11,1.78
42,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.67,0.96,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.16,0.16,2.33,2.17
43,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.11,3.29
44,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,108.61,1.09,213.13,44.41,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.82,-0.82,0.46,1.28
45,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,355.72,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
46,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,97.26,0.97,217.62,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.48,0.48,1.02,0.54
47,green_synthesis using C. zylinicum aqueous extracts,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,14.76,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.06,-0.06,3.15,3.21
48,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.18,-0.18,3.11,3.29
49,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.67,0.96,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.13
50,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.72,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.93,-0.93,4.16,5.1
51,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,24.84,24.59,25.03,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.39,0.39,3.91,3.52
52,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,12.56,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.16,-0.16,3.34,3.5
53,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,107.9,1.08,188.02,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.9,-0.9,0.56,1.46
54,Chemical synthesis using sodium borohydride,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,24.8,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.48,-0.48,3.09,3.57
55,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
56,Green synthesis using onion peel,lab,MIC,water,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,285.99,42.24,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.7,-0.7,0.43,1.13
57,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,62.92,0.63,117.35,3.04,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,2.75,2.46
58,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.5,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.12
59,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.13
60,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.17,0.17,2.33,2.17
61,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,29.69,262.82,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.82,0.82,2.31,1.49
62,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,337.8,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
63,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.88,-0.88,0.45,1.33
64,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.16,0.16,2.33,2.17
65,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,123.39,201.79,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.67,0.67,1.94,1.27
66,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,40.85,2.71,69.46,30.83,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.19,-0.19,0.98,1.17
67,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,4.15,0.04,8.06,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-1.53,-1.53,3.11,4.64
68,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,37.14,36.77,37.42,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.42,0.42,2.32,1.9
69,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,54.47,53.93,54.88,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.69,0.69,2.95,2.26
70,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.43,1.08,16.98,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.14,-0.14,3.35,3.49
71,Green synthesis using Petroselinum crispum,lab,MIC,methanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,58.73,0.59,102.34,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.32,0.32,3.96,3.64
72,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,10.38,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.15,0.15,2.55,2.4
73,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,62.59,0.63,109.73,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.31,0.31,2.88,2.57
74,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),lab,MIC,water,none,none,cubic,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.03,1.76,23.09,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.67,-0.67,3.69,4.36
75,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.38,0.38,0.93,0.55
76,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.42,1.13,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.19,-0.19,2.93,3.11
77,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.39,1.31,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
78,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,5.72,0.06,9.96,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.54,-0.54,2.94,3.47
79,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
80,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,361.54,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
81,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,32.73,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.72,-0.72,3.45,4.18
82,chemical_synthesis using sodium borohydride and silver ions,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.48,1.16,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.16,-0.16,2.67,2.83
83,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.35,1.23,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
84,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.28,0.28,1.37,1.09
85,Green synthesis using quinoa,lab,MIC,water,none,none,cubic,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.55,0.99,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.25,-0.25,3.4,3.65
86,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.62,0.98,23.54,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.53,-0.53,3.51,4.04
87,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,mixed,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,162.91,161.28,164.13,29.52,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,0.51,0.51,5.95,5.44
88,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.17,-0.17,3.11,3.28
89,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Escherichia coli ATCC 25922,Pseudomonas aeruginosa nan,-0.97,-0.97,4.15,5.12
