,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
1004,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,114.63,83.68,138.09,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.06,-0.06,1.38,1.43
1005,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.85,-0.85,2.56,3.41
1006,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.48,33.9,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.94,-0.94,3.24,4.18
1007,Green synthesis using Piriformospora indica,lab,MIC,water,none,none,ellipsoidal,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,9.02,278.33,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.48,-0.48,0.68,1.15
1008,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,35.43,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.83,-0.83,3.42,4.25
1009,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1010,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.11,1.32,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.45,-0.45,0.37,0.83
1011,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,91.56,216.42,35.62,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.31,-0.31,2.11,2.42
1012,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,20.07,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.04,0.04,1.82,1.79
1013,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,29.1,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.47,-0.47,0.69,1.16
1014,Green synthesis using Syzygium cumini seeds,lab,MIC,ethanol,none,none,oval,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,288.83,17.13,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.65,-0.65,1.74,2.39
1015,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,7.63,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.78,-0.78,2.64,3.42
1016,Chemical_synthesis using tetrachloroauric-III-acid hydrate,lab,MBEC,water,none,small-molecule,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,324.08,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.17,-1.17,4.32,5.5
1017,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,30.05,9.03,56.32,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.16,-0.16,1.44,1.6
1018,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1019,Green synthesis using Nishamalaki Churna,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.35,-1.35,3.38,4.73
1020,green_synthesis using A. indica leaf aqueous extract,lab,MIC,water,none,none,quasi-spherical,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,162.91,120.6,200.93,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.05,-0.05,2.51,2.56
1021,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.66,5.13
1022,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.44,1.22,6.65,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.78,-0.78,2.64,3.42
1023,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,148.61,1.49,258.95,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.27,-0.27,0.8,1.07
1024,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,37.54,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.29,-0.29,2.73,3.02
1025,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,71.69,0.72,124.92,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.43,-0.43,0.69,1.11
1026,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,88.37,52.42,122.35,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.45,0.45,1.88,1.43
1027,chemical_synthesis using Cu(NO3)2,lab,MIC,water,none,none,spherical,,79.545,1.651411411,medium,chemical,0,17,0,1,-0.1213,0.319480519,2.319480519,1,35.44,17.98,53.59,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.29,-0.29,4.55,4.84
1028,Green synthesis using Citrus unshiu fruit peel,lab,MIC,water,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,110.91,18.48,180.23,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.4,0.4,2.15,1.76
1029,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.34,1.36,10.53,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.38,-0.38,2.01,2.39
1030,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.59,47.95,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
1031,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,109.8,40.71,161.62,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.47,0.47,1.6,1.13
1032,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1033,Green synthesis using Pelargonium sidoides,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,36.2,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.59,-0.59,2.75,3.34
1034,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.66,5.13
1035,Green synthesis using Gracilaria birdiae,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,5.92,280.65,41.55,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.49,-0.49,-0.08,0.41
1036,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,36.05,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.47,-0.47,0.69,1.16
1037,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1038,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,57.53,0.58,100.24,37.17,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.09,-0.09,1.14,1.23
1039,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
1040,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,120.0,59.16,165.63,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.11,0.11,3.67,3.56
1041,Green synthesis using Pimpinella anisum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,94.27,242.62,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.03,0.03,2.61,2.59
1042,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.43,1.15,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1043,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,72.7,71.97,73.61,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.27,0.27,0.33,0.06
1044,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,65.97,65.31,66.79,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.52,0.52,3.0,2.48
1045,chemical_synthesis using sodium borohydride and silver ions,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,2.56,0.03,5.72,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.52,-0.52,2.43,2.96
1046,Green synthesis using Azadirachta indica,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,53.95,53.41,54.44,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.03,0.03,2.47,2.43
1047,Green synthesis using Rumex hastatus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.35,-1.35,3.38,4.73
1048,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,66.81,0.67,143.32,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.43,-0.43,0.68,1.11
1049,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,18.94,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.4,-0.4,2.1,2.5
1050,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1051,Chemical synthesis,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.03,0.03,1.11,1.08
1052,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,82.16,14.23,133.11,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.19,0.19,2.45,2.25
1053,Green synthesis using Murraya koenigii,lab,MIC,water,none,none,spheroidal,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.2,1.25,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.68,-0.68,2.79,3.47
1054,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,1.76,2.17
1055,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,69.88,232.68,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.36,-0.36,0.38,0.74
1056,chemical_synthesis using sodium borohydride and copper ions,lab,MIC,water,none,none,spherical,,63.546,1.243163121,strong,chemical,0,11,0,0,-0.0025,0.519480519,1.519480519,0,162.91,1.63,364.51,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.47,3.36
1057,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,53.37,299.83,6.38,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.15,-0.15,2.05,2.19
1058,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,79.03,244.38,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.08,-0.08,1.99,2.06
1059,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.43,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1060,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1061,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.45,1.06,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
1062,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.03,1.38,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
1063,Green synthesis using Azmak leaf,lab,MIC,methanol,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,18.37,11.2,23.75,29.04,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.58,0.58,2.39,1.81
1064,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
1065,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,50.96,21.75,87.47,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.41,0.41,3.13,2.72
1066,Green synthesis using Syzygium cumini flowers,lab,MIC,ethanol,none,none,oval,phenolic,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.79,39.64,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.49,-1.49,3.62,5.11
1067,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.4,3.29
1068,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,58.76,58.17,59.5,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.09,-0.09,2.86,2.96
1069,Green synthesis using Spirogyra varians,lab,MIC,water,none,none,quasi-spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,113.01,111.88,114.42,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.42,-0.42,3.2,3.62
1070,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,157.9,1.58,281.77,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.27,-0.27,0.8,1.08
1071,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,10.37,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.85,-0.85,2.65,3.5
1072,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,1.76,2.17
1073,Chemical synthesis using NDs,lab,MIC,sodium dodecyl sulfate,none,none,quasi-spherical,,107.868,1.78376517,strong,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,66.15,235.48,9.47,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.47,-0.47,1.11,1.58
1074,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,161.97,160.35,163.56,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
1075,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,81.34,0.81,141.74,18.65,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.25,0.25,1.16,0.91
1076,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,50.48,49.98,51.1,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.5,0.5,2.74,2.24
1077,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.4,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1078,chemical_synthesis using cerium nitrate,lab,MIC,water,none,none,cubic,,172.114,4.456551526,medium,chemical,0,16,0,2,-0.2376,0.976623377,3.976623377,2,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.63,-0.63,5.49,6.12
1079,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,148.85,76.12,239.76,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.06,0.06,1.24,1.19
1080,"Chemical synthesis, purchased from Nano-world Company",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.44,-0.44,-0.22,0.22
1081,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,292.32,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.4,-0.4,2.62,3.02
1082,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.66,5.13
1083,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1084,Biosynthesis using Candida glabrata,lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,70.09,0.7,128.43,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.1,0.1,1.09,0.99
1085,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,34.85,0.35,68.84,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.66,-0.66,1.24,1.9
1086,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,34.93,32.69,36.66,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.32,-0.32,2.46,2.78
1087,green_synthesis using aqueous Brassica rapa leaf,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,1,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.18,-1.18,3.01,4.19
1088,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.48,1.04,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
1089,Chemical synthesis using Cassyopea synthesis inside the liposome,lab,MIC,water,liposome,none,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,16.8,345.28,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.04,0.04,1.7,1.66
1090,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
1091,Green synthesis using Serai kayu,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.61,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.87,0.87,5.24,4.38
1092,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,43.5,8.54,69.72,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.34,-0.34,0.91,1.24
1093,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,41.09,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
1094,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
