,np_synthesis,Source_origin,method,Solvent_for_extract,Template_type,Capping_type,shape,Bio_component_class,amw,chi0v,Red_env_strength,Red_env_type,coating,Valance_electron,Solvent_polar,lipinskiHBA,CrippenClogP,hallKierAlpha,kappa1,NumHBA,np_size_avg__nm_,np_size_min__nm_,np_size_max__nm_,time_set__hours_,bacteria_strain_1,bacteria_strain_2,reward,fe,fe_bacteria_1,fe_bacteria_2
2348,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,115.87,209.28,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.31,0.31,0.9,0.59
2349,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,30.82,30.51,31.05,16.41,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.25,0.25,2.68,2.43
2350,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,17.57,1.28,37.93,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.4,0.4,1.93,1.53
2351,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,130.39,31.24,223.12,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.27,0.27,1.25,0.97
2352,Green synthesis using Kalmia angustifolia,lab,MIC,ethanol,none,none,oval,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,82.49,28.89,122.69,26.63,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.04,0.04,3.56,3.52
2353,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,20.12,3.96,32.24,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.1,0.1,1.8,1.7
2354,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,40.93,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.82,-0.82,0.38,1.2
2355,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.44,35.79,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.74,-0.74,2.97,3.71
2356,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
2357,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,92.29,0.92,160.82,10.55,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.09,-0.09,0.79,0.88
2358,Green synthesis using Lactobacillus paracasei,lab,MIC,dpph,none,none,spherical,protein,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,63.44,237.51,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.23,-0.23,1.28,1.51
2359,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,59.76,44.34,71.32,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.63,0.63,3.14,2.51
2360,green_synthesis using aqueous Brassica rapa leaf,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,1,8,1,1,-0.1213,0.423376623,2.423376623,1,117.08,115.91,118.54,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.22,0.22,4.34,4.12
2361,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.66,5.13
2362,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,117.95,219.11,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.08,-0.08,2.57,2.65
2363,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.95,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.48,0.48,4.04,3.56
2364,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,32.42,286.14,29.23,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.56,-0.56,1.14,1.71
2365,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.61,0.61,4.41,3.81
2366,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,107.02,105.95,107.82,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.43,0.43,4.71,4.27
2367,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.7,0.9,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,1.76,2.17
2368,green_synthesis,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,148.43,146.95,150.28,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.59,0.59,4.37,3.78
2369,chemical_synthesis using cerium nitrate,lab,MIC,water,none,none,cubic,,172.114,4.456551526,medium,chemical,0,16,0,2,-0.2376,0.976623377,3.976623377,2,162.91,81.89,223.68,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.06,-0.06,5.35,5.42
2370,Green synthesis using Streptomyces chiangmaiensis,lab,MIC,water,none,none,spherical,protein,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,116.84,17.23,208.57,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.54,0.54,1.23,0.69
2371,Green synthesis using Serai kayu,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.28,1.19,16.44,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.53,-0.53,2.4,2.93
2372,Green synthesis using Agrimonia eupatoria L.,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,309.53,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.05,-0.05,1.25,1.31
2373,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,phenolic,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,162.91,1.63,364.51,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.02,0.02,3.3,3.28
2374,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.4,3.29
2375,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,306.71,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
2376,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,38.0,0.38,66.22,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.07,-0.07,2.02,2.09
2377,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.95,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.12,0.12,1.66,1.54
2378,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,76.18,23.45,115.73,13.32,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.42,0.42,2.56,2.13
2379,Green synthesis using Azmak leaf,lab,MIC,methanol,none,none,spherical,phenolic,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,72.53,0.73,154.35,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.46,0.46,3.08,2.62
2380,green_synthesis using C. zylinicum aqueous extracts,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,21.7,1.8,41.71,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.11,-0.11,3.23,3.34
2381,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,46.59,46.12,47.18,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.5,0.5,3.07,2.57
2382,chemical_synthesis using Cu(NO3)2,lab,MIC,water,none,none,spherical,,79.545,1.651411411,medium,chemical,0,17,0,1,-0.1213,0.319480519,2.319480519,1,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.21,0.21,3.11,2.9
2383,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
2384,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,104.65,1.05,182.35,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.84,-0.84,0.81,1.66
2385,green_synthesis using A. indica leaf aqueous extract,lab,MIC,water,none,none,quasi-spherical,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,106.72,1.07,185.96,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.61,-0.61,1.1,1.72
2386,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,12.71,0.13,22.15,37.14,Bacillus subtilis nan,Pseudomonas aeruginosa nan,1.0,1.0,1.61,0.61
2387,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.15,1.29,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
2388,Green synthesis using Gracilaria birdiae,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,133.05,50.67,236.03,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.15,0.15,0.71,0.56
2389,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,0.81,1.09
2390,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,mixed,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,2.32,0.02,4.24,17.79,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.19,-0.19,5.04,5.23
2391,Chemical synthesis using sodium borohydride and trisodium citrate,lab,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,161.28,164.13,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.32,0.32,4.71,4.39
2392,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.45,-0.45,0.37,0.83
2393,Green synthesis using Lactobacillus paracasei,lab,MIC,dpph,none,none,spherical,protein,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,78.67,27.7,129.16,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.05,-0.05,1.23,1.29
2394,green_synthesis using aqueous Brassica rapa leaf,lab,MIC,water,none,none,hexagonal,phenolic,81.389,4.082482905,weak,bio,1,8,1,1,-0.1213,0.423376623,2.423376623,1,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.18,-1.18,3.01,4.19
2395,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,lab,MIC,water,none,none,spherical,,106.42,1.870828693,medium,chemical,1,10,0,0,-0.0025,0.662337662,1.662337662,0,37.55,18.46,52.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,3.32,3.7
2396,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.62,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
2397,chemical_synthesis using cerium nitrate,lab,MIC,water,none,none,cubic,,172.114,4.456551526,medium,chemical,0,16,0,2,-0.2376,0.976623377,3.976623377,2,162.91,1.63,283.87,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.29,0.29,5.14,4.85
2398,green_synthesis,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,41.71,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.35,-1.35,3.39,4.74
2399,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,348.85,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,0.81,1.09
2400,Green synthesis using Jatropha integerrima,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.41,1.09,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
2401,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,298.58,16.56,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.11,-0.11,1.55,1.65
2402,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,68.52,0.69,119.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.11,0.11,1.82,1.71
2403,Chemical_synthesis using ligand exchange,lab,MIC,water,none,none,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.05,-0.05,1.44,1.49
2404,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,121.27,1.21,248.73,1.15,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.33,-0.33,0.09,0.43
2405,Chemical synthesis using sodium borohydride,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,80.02,225.08,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.02,-0.02,2.26,2.28
2406,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,100.39,43.01,172.12,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.47,0.47,1.56,1.09
2407,Chemical synthesis using hydroxylamine hydrochloride,lab,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,28.86,263.45,44.91,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.47,-0.47,0.87,1.34
2408,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,3.27,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.28,0.67
2409,"Chemical synthesis, purchased from Sigma-Aldrich",commercial,MIC,water,none,none,spherical,,107.868,1.78376517,strong,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.45,-0.45,0.37,0.83
2410,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,86.46,258.47,17.87,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.43,-0.43,0.86,1.29
2411,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,86.11,258.91,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.86,-0.86,0.8,1.66
2412,green_synthesis using Acacia arabica leaf extract,lab,MIC,water,none,none,rod-shaped,phenolic,81.389,4.082482905,weak,bio,0,8,1,1,-0.1213,0.423376623,2.423376623,1,39.54,0.4,68.9,5.47,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.34,0.34,3.78,3.44
2413,Green synthesis using Phyllanthus niruri,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,87.14,0.87,178.09,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.37,0.37,1.5,1.13
2414,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.01,1.39,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
2415,Chemical_synthesis using tetrachloroauric-III-acid hydrate,lab,MBEC,water,none,small-molecule,spherical,,196.967,2.46797672,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,25.8,265.74,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.66,-0.66,4.54,5.2
2416,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.37,1.29,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-1.47,-1.47,3.65,5.12
2417,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,92.44,12.22,186.85,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.34,0.34,1.31,0.97
2418,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,9.72,4.57,16.16,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.53,-0.53,2.9,3.43
2419,Green synthesis using Curcuma longa,lab,MIC,ethanol,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,13.76,0.14,29.56,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.36,0.36,2.51,2.15
2420,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.37,1.12,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.39,3.28
2421,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,333.34,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
2422,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,109.09,1.09,201.52,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.24,-0.24,0.83,1.07
2423,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,9.27,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.28,-0.28,1.01,1.29
2424,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,107.94,106.86,108.75,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.06,-0.06,1.87,1.93
2425,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,123.49,23.54,248.43,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.23,0.23,1.51,1.28
2426,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.27,1.2,22.57,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.85,-0.85,3.18,4.04
2427,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,283.87,48.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.88,-0.88,0.45,1.33
2428,chem_synthesis_reduction_by_D_maltose,lab,MIC,water,none,none,spherical,,107.868,1.78376517,medium,chemical,0,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,55.26,262.29,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.03,0.03,1.4,1.37
2429,Green synthesis using Syzygium cumini seeds,lab,MIC,ethanol,none,none,oval,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,9.74,277.79,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.01,0.01,1.87,1.86
2430,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,47.22,249.68,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.18,0.18,0.71,0.53
2431,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.89,-0.89,2.4,3.29
2432,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,364.51,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.39,-0.39,0.16,0.55
2433,chemical_synthesis purchased from sigma aldrich ( citrate capped agnps),commercial,MIC,water,none,small-molecule,spherical,,107.868,1.78376517,medium,chemical,1,11,0,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.41,-0.41,1.76,2.17
2434,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,lab,MIC,water,none,none,spheroidal,mixed,79.545,1.651411411,weak,bio,0,17,1,1,-0.1213,0.319480519,2.319480519,1,89.57,0.9,156.07,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,0.62,0.62,3.69,3.07
2435,Green synthesis using Saussurea costus,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,0.8,0.79,0.81,24.26,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.66,-0.66,3.06,3.72
2436,Green synthesis using Desmodium triquetrum,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,0,11,1,0,-0.0025,0.74025974,1.74025974,0,162.91,1.63,323.53,0.0,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.05,-0.05,1.25,1.31
2437,Green synthesis using Cupriavidus necator,lab,MIC,water,none,none,spherical,mixed,107.868,1.78376517,weak,bio,1,11,1,0,-0.0025,0.74025974,1.74025974,0,121.52,1.22,211.74,31.83,Bacillus subtilis nan,Pseudomonas aeruginosa nan,-0.44,-0.44,0.66,1.11
