,Unnamed: 0,np_size_max__nm_,np_synthesis,np_size_min__nm_,np_size_avg__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,Solvent_for_extract,time_set__hours_,shape,coating,Valance_electron,prim_specific_habitat,chi0v,amw,min_Incub_period__h,K00058,max_Incub_period__h,K12472,mdr,K07009,K17939,K14198,K07486,MIC_NP___g_mL_
298,298,50.0,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356708826689592
299,299,50.0,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.049856007249537
300,300,1.4,Chemical_synthesis using tetrachloroauric-III-acid hydrate,1.4,1.4,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,7.824046010856292
301,301,50.0,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,4.356708826689592
302,302,50.0,Chemical_synthesis using tetrachloroauric-III-acid hydrate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,6.437751649736401
303,303,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,"clinical samples (sputum, urine)",1.8708286933869709,106.42,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635616461296463
304,304,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,"clinical samples (sputum, urine)",1.8708286933869709,106.42,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1308988302963465
305,305,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,mouth,1.8708286933869709,106.42,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7430031878094825
306,306,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,mouth,1.8708286933869709,106.42,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7430031878094825
307,307,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,"clinical samples (blood, saliva, sputum, urine)",1.8708286933869709,106.42,18.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,4.356708826689592
308,308,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,"clinical samples (blood, saliva, sputum, urine)",1.8708286933869709,106.42,18.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,7.1308988302963465
309,309,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,guts,1.8708286933869709,106.42,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635616461296463
310,310,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,guts,1.8708286933869709,106.42,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.356708826689592
311,311,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,skin,1.8708286933869709,106.42,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,3.6635616461296463
312,312,50.0,Chemical_synthesis using potassium tetrachloropalladate and zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,1.0,10.0,skin,1.8708286933869709,106.42,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,6.437751649736401
313,313,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,"clinical samples (sputum, urine)",4.08248290463863,81.389,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635616461296463
314,314,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,"clinical samples (sputum, urine)",4.08248290463863,81.389,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1308988302963465
315,315,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,mouth,4.08248290463863,81.389,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7430031878094825
316,316,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,mouth,4.08248290463863,81.389,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,5.7430031878094825
317,317,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,"clinical samples (blood, saliva, sputum, urine)",4.08248290463863,81.389,18.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6635616461296463
318,318,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,"clinical samples (blood, saliva, sputum, urine)",4.08248290463863,81.389,18.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,7.1308988302963465
319,319,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6635616461296463
320,320,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,guts,4.08248290463863,81.389,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.437751649736401
321,321,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,skin,4.08248290463863,81.389,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,4.356708826689592
322,322,50.0,Chemical_synthesis using zinc nitrate,50.0,50.0,MBEC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,8.0,skin,4.08248290463863,81.389,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,6.437751649736401
323,323,78.9,green_synthesis using C. zylinicum aqueous extracts,10.0,44.45,MIC,60.0,1440.0,water,24.0,spherical,0.0,11.0,soil,1.7837651700316897,107.868,8.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7404661748405046
324,324,78.9,green_synthesis using C. zylinicum aqueous extracts,10.0,44.45,MIC,60.0,1440.0,water,24.0,spherical,0.0,11.0,lungs,1.7837651700316897,107.868,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029619417181158
325,325,78.9,green_synthesis using C. zylinicum aqueous extracts,10.0,44.45,MIC,60.0,1440.0,water,24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1314021114911006
326,326,78.9,green_synthesis using C. zylinicum aqueous extracts,10.0,44.45,MIC,60.0,1440.0,water,24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5040773967762742
327,327,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,soil,1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158883083359672
328,328,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,soil,1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158883083359672
329,329,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,mouth,1.7837651700316897,107.868,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4657359027997265
330,330,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158883083359672
331,331,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158883083359672
332,332,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,"clinical samples (blood, sputum, urine, wound swabs)",1.7837651700316897,107.868,7.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,5.545177444479562
333,333,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,"clinical samples (blood, sputum, urine, wound swabs)",1.7837651700316897,107.868,7.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,5.545177444479562
334,334,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781
335,335,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4657359027997265
336,336,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MIC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,5.545177444479562
337,337,20.0,Biosynthesis of AgNPs from S. xinghaiensis OF1 strain,5.0,12.5,MBC,48.07498601007275,1139.4714854111403,sterile distilled water,24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,1.0,0.0,1.0,0.0,5.950642552587727
338,338,35.0,chemical_synthesis using high voltage method on pure silver,2.0,18.5,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,339,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,17.0,"clinical samples (blood, sputum, urine, wound swabs)",1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135166556742356
340,340,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,17.0,soil,1.6514114114799852,79.545,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135166556742356
341,341,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,17.0,"clinical samples (blood, sputum, urine)",1.6514114114799852,79.545,24.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,4.135166556742356
342,342,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,17.0,guts,1.6514114114799852,79.545,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.135166556742356
343,343,24.0,chemical_synthesis using Cu(NO3)2,14.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.8283137373023015
344,344,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,24.0,guts,4.688846486529344,101.961,1.5,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.377758908227872
345,345,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MIC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,24.0,guts,4.688846486529344,101.961,1.5,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,8.070906088787819
346,346,20.0,chemical_synthesis (sigma aldrich. 1344281),20.0,20.0,MBC,48.07498601007275,1139.4714854111403,water,24.0,spherical,0.0,24.0,guts,4.688846486529344,101.961,1.5,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,8.070906088787819
347,347,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481
348,348,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481
349,349,1.9,Chemical_synthesis using ligand exchange,1.9,1.9,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,"clinical samples (sputum, urine)",2.467976720090587,196.967,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481
350,350,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432
351,351,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432
352,352,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,4.366743312417481
353,353,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,4.366743312417481
354,354,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,4.366743312417481
355,355,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432
356,356,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,18.0,1.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5941545140226432
357,357,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.366743312417481
358,358,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.366743312417481
359,359,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,guts,2.467976720090587,196.967,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.366743312417481
360,360,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432
361,361,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432
362,362,5.1,Chemical_synthesis using ligand exchange,5.1,5.1,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481
363,363,8.7,Chemical_synthesis using ligand exchange,8.7,8.7,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481
364,364,10.4,Chemical_synthesis using ligand exchange,10.4,10.4,MIC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.366743312417481
365,365,0.8,Chemical_synthesis using ligand exchange,0.8,0.8,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432
366,366,1.4,Chemical_synthesis using ligand exchange,1.4,1.4,MBC,48.07498601007275,1139.4714854111403,water,18.0,spherical,1.0,11.0,skin,2.467976720090587,196.967,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5941545140226432
367,367,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
368,368,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
369,369,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
370,370,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
371,371,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.272999558563747
372,372,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
373,373,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502
374,374,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502
375,375,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502
376,376,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
377,377,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
378,378,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686
379,379,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502
380,380,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502
381,381,18.0,green_synthesis using aqueous extract of Ocimum tenuiflorum leaves. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,8.047189562170502
382,382,18.0,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.584967478670572
383,383,18.0,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
384,384,18.0,green_synthesis using Aloe-vera leaf extract. 5 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,soil,1.6514114114799852,79.545,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.353722330399631
385,385,18.0,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
386,386,18.0,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,7.353722330399631
387,387,18.0,green_synthesis using Aloe-vera leaf extract. 50 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MBC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,guts,1.6514114114799852,79.545,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686
388,388,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,5.968707559985366
389,389,18.0,green_synthesis using Aloe-vera leaf extract. 10 mmol/kg Cu(CH3COO)2*H2O,6.0,12.0,MIC,48.07498601007275,1139.4714854111403,water,18.0,spheroidal,0.0,17.0,skin,1.6514114114799852,79.545,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.660575149839686
