iter	RMSE
354	0.3584128708
355	0.3582371934
356	0.3580023656
357	0.3577849995
358	0.3574896582
359	0.3573703988
360	0.3572881446
361	0.3566759614
362	0.355899604
363	0.3552346359
364	0.3550355222
365	0.3543567481
366	0.3541609209
367	0.3539733467
368	0.3538079267
369	0.3534170391
370	0.3531410383
371	0.353058641
372	0.3527692247
373	0.3521794519
374	0.3519960328
375	0.3513543465
376	0.3509802846
377	0.3509001811
378	0.3498625061
379	0.3497012897
380	0.3495405078
381	0.3489918341
382	0.3487979474
383	0.3484198959
384	0.3483415665
385	0.3476983261
386	0.3470130617
387	0.3467949788
388	0.3466542882
389	0.3457923407
390	0.3449732798
391	0.3443643171
392	0.3442116379
393	0.343858369
394	0.3435224483
395	0.3434038314
396	0.3430494719
397	0.3428439832
398	0.3426899106
399	0.3425150461
400	0.3424315547
401	0.3422893034
402	0.3417683471
403	0.3416368896
404	0.3412546128
405	0.340631867
406	0.3401820464
407	0.3400095736
408	0.3397743696
409	0.339633107
410	0.3394910036
411	0.3393413207
412	0.3389462663
413	0.3388900759
414	0.3386899841
415	0.3385717943
416	0.3382637491
417	0.337769222
418	0.337614281
419	0.3374481131
420	0.337318234
421	0.336644842
422	0.3364576021
423	0.3362041159
424	0.3359502751
425	0.3355562124
426	0.3353553464
427	0.3351182763
428	0.3350141597
429	0.3348757753
430	0.3342975937
431	0.3342083551
432	0.3340613062
433	0.3334339221
434	0.332810494
435	0.3321640572
436	0.3317016004
437	0.3311056375
438	0.3310034536
439	0.3307623425
440	0.3306150965
441	0.3305095939
442	0.3303725167
443	0.330290686
444	0.3300554334
445	0.3297356699
446	0.3296360729
447	0.329465018
448	0.3289433507
449	0.3286187114
450	0.3285569533
451	0.3280319986
452	0.3276103597
453	0.3272597286
454	0.3270706201
455	0.327000035
456	0.3266242652
457	0.3263495806
458	0.3256678817
459	0.3254616959
460	0.3252267363
461	0.3249496224
462	0.3246792522
463	0.3241982104
464	0.3238754498
465	0.3233124053
466	0.3232223824
467	0.3229898236
468	0.32240691
469	0.3222105353
470	0.3216522324
471	0.3215130539
472	0.321365248
473	0.3208221318
474	0.3207658048
475	0.3203334922
476	0.3199638924
477	0.3195526704
478	0.3194480061
479	0.3189513836
480	0.3182861183
481	0.3181485553
482	0.3178578288
483	0.3174143806
484	0.3173214461
485	0.3172153579
486	0.3169056714
487	0.3162745295
488	0.3162216602
489	0.316087212
490	0.315616927
491	0.3150420848
492	0.314938867
493	0.3147357059
494	0.3143043698
495	0.314035517
496	0.3138813929
497	0.3134263197
498	0.3132393423
499	0.3129086033
500	0.3123550509
501	0.3121790723
502	0.3119173193
503	0.3114934093
504	0.3113839217
505	0.3111492713
506	0.3105941441
507	0.31052318
508	0.3102481873
509	0.3098622027
510	0.3095797081
511	0.3092090793
512	0.3087024833
513	0.3084259973
514	0.3082405503
515	0.3077398425
516	0.3075559096
517	0.3073812448
518	0.3070766575
519	0.3069369585
520	0.306705542
521	0.3063357933
522	0.3060021249
523	0.3058136875
524	0.3055221581
525	0.3051329406
526	0.3047536083
527	0.3043909747
528	0.304204652
529	0.3041408314
530	0.3040562299
531	0.3039900279
532	0.3035496504
533	0.3032739855
534	0.3028891345
535	0.3025175426
536	0.3024097117
537	0.3020762539
538	0.3018645352
539	0.3016478794
540	0.3014271791
541	0.301166608
542	0.3010824033
543	0.3010243767
544	0.3009663857
545	0.3005875959
546	0.3003468893
547	0.3002161964
548	0.299814602
549	0.2997190851
550	0.2994392321
551	0.2991816634
552	0.2990628576
553	0.2989943942
554	0.298628261
555	0.2983834562
556	0.2980373077
557	0.2977068651
558	0.2976286042
559	0.2972591361
560	0.2971204773
561	0.2967136153
562	0.2964145902
563	0.2962393616
564	0.2960465537
565	0.2957005546
566	0.2955296143
567	0.2952896051
568	0.2950880222
569	0.2948500566
570	0.2945139665
571	0.294334636
572	0.2940590207
573	0.2939671306
574	0.2938898869
575	0.2935763426
576	0.2935412322
577	0.2932959552
578	0.2929922317
579	0.2928123174
580	0.2926313057
581	0.2922423289
582	0.2921472949
583	0.2917750928
584	0.2915213753
585	0.2913906274
586	0.2911030735
587	0.2908963549
588	0.2908362519
589	0.2907516779
590	0.2905793029
591	0.2902460724
592	0.2901226452
593	0.2898761101
594	0.2895510044
595	0.28924232
596	0.2889016577
597	0.2886316055
598	0.2885725528
599	0.2883695855
600	0.287989609
601	0.2879196592
602	0.2878051613
603	0.2875968461
604	0.2874965105
605	0.2874457529
606	0.2871681334
607	0.2869504703
608	0.2868228861
609	0.2865061635
610	0.2862762495
611	0.2862368092
612	0.2860433524
613	0.2859189109
614	0.2857573056
615	0.2855058709
616	0.2853631318
617	0.2851286762
618	0.2848083936
619	0.2846452491
620	0.2841837279
621	0.2839719089
622	0.2836338271
623	0.2835669262
624	0.2834716905
625	0.2833987058
626	0.2832522744
627	0.2830672022
628	0.2829203078
629	0.2826648206
630	0.2825715603
631	0.2825047557
632	0.2822819354
633	0.2820125799
634	0.2818700836
635	0.2818108451
636	0.2817449422
637	0.2816067685
638	0.2813985996
639	0.281152352
640	0.2810515274
641	0.2809793163
642	0.2807896693
643	0.2803868692
644	0.2801416307
645	0.2800347209
646	0.2798091085
647	0.2797405647
648	0.2794436442
649	0.2793884661
650	0.2791693172
651	0.2790644494
652	0.2789337675
653	0.2788688793
654	0.2787172711
655	0.2786355675
656	0.2783643719
657	0.2779678785
658	0.2776727221
659	0.2774173496
660	0.2772622048
661	0.2770773226
662	0.2769801173
663	0.2768993865
664	0.2767560447
665	0.2764785854
666	0.2763789846
667	0.2761729901
668	0.275940765
669	0.2756555044
670	0.2754169766
671	0.27515007
672	0.2749388636
673	0.2747122568
674	0.2745335775
675	0.2743094544
676	0.2741717876
677	0.2740837048
678	0.27399206
679	0.2738652667
680	0.2736784282
681	0.273632803
682	0.2735518193
683	0.2733216494
684	0.2730462441
685	0.2728838373
686	0.2727834503
687	0.2726845216
688	0.2724012472
689	0.2722801069
690	0.2721338859
691	0.2720687923
692	0.2719790896
693	0.2718756288
694	0.2717482353
695	0.2715345463
696	0.2713903568
697	0.2713240141
698	0.2712484362
699	0.2711540155
700	0.2710134977
701	0.2708716643
702	0.2706359923
703	0.2703723894
704	0.2702785176
705	0.2701306834
706	0.269980868
707	0.2698561914
708	0.2697845843
709	0.2696075363
710	0.2693908216
711	0.2693149544
712	0.2692095572
713	0.2690639534
714	0.2690007628
715	0.2688965278
716	0.2687596857
717	0.268582091
718	0.2683712661
719	0.2683346584
720	0.2682482768
721	0.26813925
722	0.2679790237
723	0.2678913531
724	0.2676382144
725	0.2675330763
726	0.2674632497
727	0.2673826847
728	0.2671533196
729	0.2670154128
730	0.2669787453
731	0.2668207121
732	0.2665460064
733	0.2664896215
734	0.2663418056
735	0.266236003
736	0.2659727466
737	0.265926449
738	0.2657541922
739	0.265617499
740	0.2654324376
741	0.2652507554
742	0.2650566164
743	0.2649224538
744	0.2648634246
745	0.2647665331
746	0.2645886567
747	0.2645250513
748	0.2644006303
749	0.2642648053
750	0.2642021397
751	0.264112642
752	0.2640309019
753	0.2639795286
754	0.2638061247
755	0.2636309121
756	0.2635886866
757	0.2635228384
758	0.263368632
759	0.2632227718
760	0.2630696372
761	0.2629695312
762	0.2629500951
763	0.2627749081
764	0.2625591621
765	0.2623926462
766	0.2622548105
767	0.2622206198
768	0.2621000333
769	0.2619349133
770	0.2618865336
771	0.2617341247
772	0.2617058638
773	0.2615827481
774	0.2615210345
775	0.2614937915
776	0.2614415554
777	0.2613033398
778	0.2612646898
779	0.2611180218
780	0.2609385215
781	0.2608562367
782	0.2608156821
783	0.2607819311
784	0.2606672657
785	0.2605035728
786	0.2604596592
787	0.260328647
788	0.2602836469
789	0.2601655756
790	0.2600764427
791	0.2598589466
792	0.2597875859
793	0.2595687392
794	0.2595200079
795	0.259293615
796	0.259187326
797	0.2591032802
798	0.2589349019
799	0.258780511
800	0.2586716057
801	0.2584928885
802	0.2584531977
803	0.2583857542
804	0.2582426769
805	0.2581418909
806	0.2579870806
807	0.2578060032
808	0.2577687302
809	0.2576746175
810	0.2575712771
811	0.2574250157
812	0.2572676142
813	0.2571913897
814	0.2571291171
815	0.2570876072
816	0.256971445
817	0.2567606586
818	0.2566770308
819	0.2565488313
820	0.2564185374
821	0.2563305107
822	0.256253253
823	0.2561966543
824	0.2560316884
825	0.2558768012
826	0.2557585942
827	0.255653312
828	0.2555438129
829	0.2555180872
830	0.255485662
831	0.2554510174
832	0.2553675359
833	0.2552490377
834	0.2552132647
835	0.2551329124
836	0.2550260814
837	0.2549915561
838	0.2549176353
839	0.254827748
840	0.2546906343
841	0.2545603265
842	0.2545075401
843	0.2543966296
844	0.2543317122
845	0.2542504249
846	0.2541626712
847	0.2540233047
848	0.253850711
849	0.2538244453
850	0.253744935
851	0.2536957071
852	0.2536130502
853	0.2535203963
854	0.253467237
855	0.2534011016
856	0.2533016526
857	0.2532710402
858	0.2530542629
859	0.2530044554
860	0.2528550504
861	0.2527770126
862	0.2527168963
863	0.2526506422
864	0.2525476352
865	0.252488753
866	0.2524333313
867	0.2524171706
868	0.2522673898
869	0.2522161057
870	0.2520788093
871	0.251908128
872	0.2518384512
873	0.2517702143
874	0.2516758153
875	0.2515905461
876	0.2515700495
877	0.2514308044
878	0.2513943636
879	0.2513457237
880	0.251262664
881	0.251149272
882	0.251134263
883	0.2511211547
884	0.2509860149
885	0.2509544593
886	0.2508886724
887	0.2508029812
888	0.2507856887
889	0.2507558159
890	0.250732366
891	0.2507214008
892	0.2506105989
893	0.2504529508
894	0.2503532868
895	0.2501623516
896	0.2499807742
897	0.2499416328
898	0.2498180524
899	0.2496843558
900	0.2495591591
901	0.2494235828
902	0.2493159417
903	0.2492131917
904	0.2491046264
905	0.2490442901
906	0.2489850594
907	0.2489040647
908	0.2487973807
909	0.2486747487
910	0.2486319203
911	0.2485854659
912	0.2484501899
913	0.2483756168
914	0.248278759
915	0.2481959198
916	0.2481551808
917	0.2481170082
918	0.2480942432
919	0.2480457263
920	0.2479126384
921	0.2478968193
922	0.2478240296
923	0.2477755387
924	0.2477190547
925	0.2476516372
926	0.2475541182
927	0.2474478303
928	0.2473699808
929	0.247293794
930	0.2472808937
931	0.247234944
932	0.2471812961
933	0.2470324264
934	0.2469943738
935	0.2469345526
936	0.2468601659
937	0.2467782736
938	0.2467236058
939	0.2466170601
940	0.2465841296
941	0.246551161
942	0.2464684482
943	0.2464023474
944	0.2463368538
945	0.2462924707
946	0.2462066847
947	0.2461712951
948	0.2461303899
949	0.246040884
950	0.2460249381
951	0.2459165344
952	0.2458159035
953	0.2457512874
954	0.2456458148
955	0.2455823436
956	0.2455358846
957	0.2454696311
958	0.2454220998
959	0.2454027052
960	0.24536403
961	0.2452933591
962	0.2452490369
963	0.2452168387
964	0.2451333652
965	0.2450401344
966	0.2449852025
967	0.2449558691
968	0.2448827204
969	0.2448128659
970	0.2447323987
971	0.2446634376
972	0.2446078877
973	0.2445081512
974	0.2444705228
975	0.2444010744
976	0.2443810289
977	0.2443068971
978	0.244263376
979	0.2442039857
980	0.2441530547
981	0.2440947976
982	0.2440093629
983	0.2439141118
984	0.2438766335
985	0.2437992579
986	0.2437748606
987	0.243728046
988	0.2436805893
989	0.2436031382
990	0.2435393805
991	0.2435094673
992	0.2434670469
993	0.2434174158
994	0.2433079609
995	0.2432574827
996	0.2432104689
997	0.2431521064
998	0.2430688479
999	0.2430241559
