,generations,mean,max
0,1,0.07543726235628129,2.1209280490875244
1,2,0.11341028746805693,2.1209280490875244
2,3,0.2770459867349946,2.1209280490875244
3,4,0.45975050300359727,2.172597885131836
4,5,0.6032897968484898,2.172597885131836
5,6,0.6987574518931032,2.221062183380127
6,7,0.6650510591268539,2.221062183380127
7,8,0.6865204745531082,2.221062183380127
8,9,0.7084827627241611,2.221062183380127
9,10,0.7222578797009912,2.221062183380127
10,11,0.7170001051782333,2.221062183380127
11,12,0.7429587056442183,2.221062183380127
12,13,0.7429081410169601,2.221062183380127
13,14,0.6305485111474991,2.221062183380127
14,15,0.6596310329437256,2.221062183380127
15,16,0.7155064213275909,2.221062183380127
16,17,0.8311806300071755,2.221062183380127
17,18,0.8272917537075101,2.2723228931427
18,19,0.846479594117344,2.2723228931427
19,20,0.7957308152318001,2.2723228931427
20,21,0.802016761302948,2.2723228931427
21,22,0.7243101909609124,2.2723228931427
22,23,0.8060011669698328,2.2723228931427
23,24,0.7875152032564182,2.2723228931427
24,25,0.8217086973786354,2.3471009731292725
25,26,0.8008625117859037,2.3471009731292725
26,27,0.8440747884939416,2.3471009731292725
27,28,0.7625902616977691,2.3471009731292725
28,29,0.9702188878348379,2.3471009731292725
29,30,0.857514396761403,2.3471009731292725
30,31,0.799933540700662,2.3471009731292725
31,32,0.8851562586365914,2.3471009731292725
32,33,0.908705498232986,2.3471009731292725
33,34,0.8394381591677665,2.3471009731292725
34,35,0.9474513011403604,2.3471009731292725
35,36,0.8706559898829697,2.3471009731292725
36,37,0.8567867284954185,2.3471009731292725
37,38,0.8881823873519897,2.3471009731292725
38,39,0.890680829785308,2.3471009731292725
39,40,0.8988296426832676,2.3471009731292725
40,41,0.9136241376399994,2.3471009731292725
41,42,0.8080070526293008,2.3471009731292725
42,43,0.8209532357678555,2.3471009731292725
43,44,0.9495152825117111,2.3471009731292725
44,45,0.9254337844252586,2.3471009731292725
45,46,0.9321003916239975,2.3471009731292725
46,47,1.0009577304124833,2.3471009731292725
47,48,0.948981116018673,2.480501651763916
48,49,0.8756992369890213,2.480501651763916
49,50,0.8683321939246489,2.480501651763916
50,51,0.9394831439852714,2.480501651763916
51,52,0.9717817228249829,2.480501651763916
52,53,0.9449645109695963,2.480501651763916
53,54,0.9803624914424254,2.480501651763916
54,55,0.9093592858845645,2.480501651763916
55,56,1.021858738064766,2.480501651763916
56,57,0.9756142036749584,2.480501651763916
57,58,0.9377788033078213,2.480501651763916
58,59,0.9137762814465136,2.480501651763916
59,60,0.9084822377562523,2.480501651763916
60,61,0.9179836082458496,2.480501651763916
61,62,0.9768943432906662,2.480501651763916
62,63,0.9793163971467451,2.480501651763916
63,64,1.0739874017961097,2.480501651763916
64,65,0.9805205348803072,2.480501651763916
65,66,1.0030685031768118,2.480501651763916
66,67,0.971420446244797,2.480501651763916
67,68,0.9247942331433296,2.480501651763916
68,69,0.9957132121920585,2.480501651763916
69,70,0.9901752997152876,2.480501651763916
70,71,1.055459206647212,2.480501651763916
71,72,1.0087548304687848,2.480501651763916
72,73,0.9761490399390459,2.480501651763916
73,74,0.9365225685114907,2.480501651763916
74,75,0.9700820927668099,2.480501651763916
75,76,1.0019748839735985,2.480501651763916
76,77,0.9931289318203926,2.480501651763916
77,78,1.0299379950997853,2.480501651763916
78,79,1.0148600103831527,2.480501651763916
79,80,1.0769094576930056,2.480501651763916
80,81,0.9662650880036932,2.480501651763916
81,82,1.067775571110225,2.480501651763916
82,83,1.0328605499863626,2.480501651763916
83,84,0.9791963291168213,2.480501651763916
84,85,1.0508913126858799,2.480501651763916
85,86,0.9658392360894987,2.480501651763916
86,87,1.106194258326351,2.6564457416534424
87,88,1.065620231628418,2.6564457416534424
88,89,1.072035627067089,2.6564457416534424
89,90,1.031873371341441,2.6564457416534424
90,91,1.0309186619520188,2.6564457416534424
91,92,0.983191710297424,2.6564457416534424
92,93,0.9950984740257263,2.6564457416534424
93,94,1.036676288253129,2.6564457416534424
94,95,0.9922313147783279,2.6564457416534424
95,96,1.1087292432785034,2.6564457416534424
96,97,1.0116884109377862,2.6564457416534424
97,98,1.0630847404897212,2.6564457416534424
98,99,1.0245825481414794,2.6564457416534424
99,100,0.9990862184762954,2.6564457416534424
